	index	genre	filename	year	old_index	source1	source2	sentence1	sentence2	score
2927								The bank also said its offer was subject to the agreement of Drax's senior banks, senior bond holders and hedging banks by 30 September 2003.	The offer is also subject to Goldman signing an agreement with Drax's senior banks, senior bond holders and hedging banks by Sept. 30, it said.	5.0
2928								Hill, 50, would be the first person executed for killing an abortion doctor.	On Wednesday, Hill is scheduled to become the first person executed for murdering an abortion doctor.	5.0
2929								On Jan. 10, Shawanda Denise McCalister, who was also pregnant, was found bound and strangled in her apartment in the same neighbourhood.	On Jan. 1, Nikia Shanell Kilpatrick, who was pregnant, was found bound and strangled in her apartment.	0.0
2930								It ended a diplomatic drought between the two nations, at odds for months over North Korea's nuclear program and American demands that it cease.	The contact between the delegations ended a diplomatic drought between the two nations, at odds over the nuclear program and U.S. demands that it cease immediately.	5.0
2931								The Centers for Medicare and Medicaid Services, the federal agency that runs Medicare, last year began a similar effort for nursing homes.	The Centers for Medicare and Medicaid launched a similar consumer tool for nursing homes last year.	5.0
2932								Scientists have reported a 90 percent decline in large predatory fish in the world's oceans since a half century ago.	Scientists reported a 90 percent decline in large predatory fish in the world's oceans since a half-century ago, a dire assessment that drew immediate skepticism from commercial fishers.	0.0
2933								The Nasdaq composite index fell 25.17, or 1.4 percent, to 1,792.07 following a loss of 26.46 the previous session.	The technology-laced Nasdaq Composite Index .IXIC dropped 25.17 points, or 1.39 percent, to 1,792.07, based on the latest available figures.	0.0
2934								Congress twice before passed similar restrictions only to see President Bill Clinton veto them.	Congress twice passed similar bills, but then-President Clinton vetoed them both times.	5.0
2935								He said they were in distress, said Kingsville Police Chief Sam Granato.	We're asphyxiating,' '' said Sam Granato, chief of the Kingsville police.	5.0
2936								Calvin Hollins Jr.'s attorney, Thomas Royce, has repeatedly said his client had no link with the company that owned and operated E2.	The lawyer for Hollins Jr., Thomas Royce, has said his client had no link to the company that owned and operated E2.	5.0
2937								But none of them opposed the idea outright, ministers said.	But none of the ministers opposed Mr. Powell's suggestion outright on Thursday, the ministers said.	5.0
2938								No one has been killed in the attacks, which have continued despite major setbacks for al Qaeda in a battle with Saudi security forces.	No one has been killed in the recent attacks, which have continued despite serious setbacks for al-Qaeda following battles with Saudi security forces.	5.0
2939								The company also earned 14 cents a share a year earlier.	A year ago, the company posted a profit of 12 cents a share.	5.0
2940								"That ought to be the standard — not how many people sign up,"" he said."	That ought to be the standard, not how many people actually signed up, Mr. Rule told the judge.	5.0
2941								Among three major candidates, Schwarzenegger is wining the battle for independents and crossover voters.	Schwarzenegger picks up more independents and crossover voters than Bustamante.	0.0
2942								The chief merchandising officer decides what the store is going to sell, giving it a signature to attract shoppers and hopefully lure them back.	The chief merchandising officer decides what the store is going to sell, giving it that signature that draws in shoppers and brings them back again and again.	5.0
2943								For customers to get the most of the Internet, several factors are crucial, Pierre Danon, CEO of BT's retail unit.	For customers to get the most out of the internet, several factors are crucial, Mr Danon said.	5.0
2944								A representative for Phoenix-based U-Haul declined to comment on the case before the judge's opinion was released.	Anthony Citrano, a representative for WhenU, declined to comment on the case.	0.0
2945								Vivace was founded in 1999 and has raised over $118 million in three rounds of venture financing.	During difficult times for technology venture capital, Vivace raised over $118 million in three rounds of venture financing.	0.0
2946								"He has also directed ""The Flintstones,"" ""Beethoven,"" and ""Jingle All The Way."""	"Levant's other credits include ""The Flintstones,"" ""Jingle All the Way"" and ""Beethoven."""	5.0
2947								As he left court, McCartney cast one long angry glare at Amrozi, who almost hid behind his lawyer to the side.	As he left the court, McCartney cast a long, angry glare at Amrozi, who tried to hide behind his lawyer.	5.0
2948								"We are starting the epidemic with more cases and more areas affected than last year.	It indicates we are starting the epidemic with more cases than last year,"" Gerberding said."		5.0
2949								The Dow Jones industrial average <.DJI> added 28 points, or 0.27 percent, at 10,557, hitting its highest level in 21 months.	The Dow Jones industrial average <.DJI> rose 49 points, or 0.47 percent, to 10,578.	0.0
2950								The $19.50-a-share bid, comes two days after PeopleSoft revised its bid for smaller rival J.D. Edwards & Co. JDEC.O to include cash as well as stock.	Oracle's $19.50-a-share bid comes two days after PeopleSoft added cash to its original all-share deal with smaller rival J.D. Edwards & Co. JDEC.O .	5.0
2951								"CIA Director George Tenet said the two men were ""defined by dedication and courage."""	[They] were defined by dedication and courage, said the CIA's director George Tenet.	5.0
2952								The FTC also asked the judge to suspend his ruling pending its appeal.	The FTC asked the court Wednesday to block the ruling and filed for an appeal.	5.0
2953								Gerry Kiely, a EU agriculture representative in Washington, said EU ministers were invited but canceled because the union is closing talks on agricultural reform.	The EU's agriculture representative in Washington said EU ministers were invited but canceled because the union is wrapping up talks on agricultural reform.	5.0
2954								The Democratic candidates also began announcing their fund-raising totals before Wednesday's deadline to file quarterly reports with the Federal Election Commission.	The Democratic candidates also began announcing their fund-raising totals in advance of the deadline today to file quarterly reports with the Federal Election Commission.	5.0
2955								Even the pizza man took part, delivering a flier with the missing girl's picture along with the pizza and a two-liter bottle of Pepsi to Cruz's house.	Even the pizza delivery took part, unwittingly delivering a leaflet with the missing girl's picture during his run to Cruz's house.	5.0
2956								The Institute for Supply Management said its index of non-manufacturing activity rose to 50.7 from 47.9 in March.	The Institute for Supply Management said its index of non-manufacturing activity rose to 50.7, bouncing back from a one-month contraction in March at 47.9.	5.0
2957								It will also boost SuSE's sales reach worldwide and enhance HP's Linux business, they said.	The deal also boosts SuSE's sales reach worldwide and enhances HP's Linux business, they said.	5.0
2958								Sun Microsystems Inc. on Thursday said it had added 100 new third-party systems and 100 new components to its Hardware Compatibility List for the Solaris x86 operating system Platform Edition.	The vendor has added 100 new third-party systems and 100 new components to the operating system's Hardware Compatibility List (HCL).	0.0
2959								To create the condyle, Dr Mao and colleague Adel Alhadlaq used adult stem cells taken from the bone marrow of rats.	He and a colleague created the articular condyle using stem cells taken from the bone marrow of rats.	5.0
2960								New research indicates that some 540,000 high-tech jobs were lost in the United States during 2002.	In 2001, there were 6.5 million high-tech jobs in the United States.	0.0
2961								Of personal vehicles, 57 percent are cars or station wagons, 21 percent vans or SUVs, 19 percent light trucks.	Of all personal vehicles, 57 percent are cars or station wagons, 21 percent are vans or sport utility vehicles and 19 percent are light trucks.	5.0
2962								Network security products maker Secure Computing Inc. said Tuesday it is acquiring content-filtering vendor N2H2 for $20 million, furthering consolidation in an already-competitive market.	Network security products maker Secure Computing said Tuesday it is acquiring content filtering firm N2H2 for $20 million, furthering consolidation in an already competitive market.	5.0
2963								"Mel Gibson's passion-stirring Biblical epic ""The Passion of Christ"" will open in the United States on Feb. 25 - Ash Wednesday on the Roman Catholic calendar."	"Mel Gibson is negotiating with Newmarket Films to distribute his embattled Biblical epic ""The Passion of Christ"" in the United States."	0.0
2964								"Justice John Paul Stevens compared the interrogation of Martinez to ""an attempt to obtain an involuntary confession from a prisoner by torturous methods."""	"Writing for the minority, Justice John Paul Stevens said the interrogation was akin to ""an attempt to obtain an involuntary confession from a prisoner by torturous methods."""	5.0
2965								Illinois State Police accident reconstruction experts were investigating the cause.	State Police were investigating, Vazzi said.	5.0
2966								Prosecutors said PW Marketing violated the state's 1998 anti-spam law by sending unsolicited e-mail without a toll-free number for recipients to call to stop additional mailings.	Prosecutors said PW Marketing violated the 1998 anti-spam law because these unsolicited e-mails were sent without a free call number for recipients to phone to stop additional mailings.	5.0
2967								They were released to authorities after officers delivered the soda to the gunman, using a long stick to pass the six-pack through a door.	They were released to authorities after officers delivered a six-pack of Dr Pepper to the gunman, using a long stick to pass the soda through a door.	5.0
2968								The children were last seen July 4 at a fireworks display in Concord with their father, Manuel Gehring.	Authorities believe the children, who were last seen with their father at a fireworks display in Concord on July 4, are dead.	0.0
2969								The hall will be home to the Los Angeles Philharmonic and the LA Master Chorale.	The Los Angeles Master Chorale and the Los Angeles Philharmonic Brass Ensemble also performed.	0.0
2970								The Neighbours star and singer spent yesterday resting at her family home in Sydney and will have more tests today.	Goodrem spent yesterday resting in her family home in Sydney and will have more tests today to determine her exact treatment.	0.0
2971								Kerry Kennedy Cuomo and Andrew Cuomo have been married 13 years.	Andrew Cuomo and Kerry Kennedy were married 13 years.	5.0
2972								The Senate majority leader, Bill Frist, Republican of Tennessee, said he hoped Congress would finish work on the legislation by the end of September.	The Senate majority leader, Bill Frist, R-Tenn., said he hoped Congress would finish work on the legislation by late September.	5.0
2973								The crime report surveyed 11,600 police and law enforcement agencies nationwide.	The report details crime reported to law enforcement agencies statewide.	0.0
2974								The state wants to lower wolf numbers in approximately a 1,700-square-mile area near the village of McGrath.	The state wants to kill the wolves in approximately a 1,700-square-mile area near McGrath to establish a moose nursery of sorts.	0.0
2975								It was expected to raise the $90 million McGreevey expected.	The tax is expected to raise $90 million.	5.0
2976								The 3 rd Armored Cavalry Regiment is 5,200 strong and the largest combat unit at Fort Carson.	Broomhead, 34, was assigned to the 2nd Squadron, 3rd Armored Cavalry Regiment.	0.0
2977								"O'Donnell wrote in her autobiography, ""Find Me,"" that she was ""an abused child."""	"In her autobiography, ""Find Me,"" O'Donnell wrote, ""I was an abused kid."	5.0
2978								The risk of inflation becoming undesirably low remains the predominant concern for the foreseeable future, the Fed said in a statement accompanying the unanimous decision.	The risk of inflation becoming undesirably low remains the predominant concern for the foreseeable future, the policy-setting Federal Open Market Committee said.	5.0
2979								The poll, conducted by KRC Communications Research of Newton, was taken Wednesday and Thursday.	The poll of 405 registered Massachusetts voters was conducted Wednesday through Friday by RKM Research and Communications.	0.0
2980								It is bad for Symbian, said Per Lindberg, analyst at Dresdner Kleinwort Wasserstein.	Motorola has displayed clear disloyalty to Symbian, said Per Lindberg, an analyst at Dresdner Kleinwort Wasserstein in London.	0.0
2981								Pressure also came last night from religious circles as three Anglican bishops said it was time for their former colleague to step down.	The pressure on Peter Hollingworth to resign as Governor-General intensified last night as three Anglican bishops said it was time for their former colleague to step down.	5.0
2982								The attack on the al-Rashid Hotel, during the visit of Deputy Defence Secretary Paul Wolfowitz underscores the nature of the problem.	The attack on the Rashid Hotel on Sunday, during the visit of the deputy secretary of defense, Paul D. Wolfowitz, underscores the nature of the problem.	5.0
2983								He would often call me for advice, said Ronald L. Kuby, a friend and well-known lawyer who had represented him in the harassment case.	He would often call me for advice, said lawyer Ron Kuby, a friend who had represented him in court.	5.0
2984								The United States wants the measure passed by June 3, when the oil-for-food program needs to be renewed.	The Bush administration wants the measure approved by June 3, when the existing oil-for-food program is up for renewal.	5.0
2985								Police spokesman Brig. Gen. Edward Aritonang confirmed Saturday that another two had been arrested, one in Jakarta and another in Magelang, Central Java.	Brigadier General Edward Aritonang, a police spokesman, confirmed yesterday that another two had been arrested, one in Jakarta and another in Magelang, Central Java.	5.0
2986								Late last year, for example, more than 1800 US soldiers were placed in Djibouti to conduct counter-terrorism operations in the Horn of Africa.	Since late last year, for example, more than 1,800 members of the American military have been placed in Djibouti to conduct counterterrorism operations in the Horn of Africa.	5.0
2987								I think it should have been released years ago, said Brian Rohrbough, whose son, Daniel, was killed at Columbine.	Brian Rohrbough, whose son, Daniel, was killed at Columbine, said the tape raises disturbing issues.	0.0
2988								The bureau report shows significant increases in uninsured rates occurred among whites, blacks, people 18 to 24, and middle- and higher-income earners nationwide.	Reflecting the broad scope of the recession and its aftermath, significant increases in uninsured rates occurred among whites, blacks, people 18-to-64, and middle- and higher-income earners.	0.0
2989								Bob Richter, a spokesman for House Speaker Tom Craddick, had no comment about the ruling.	Bob Richter, spokesman for Craddick, R-Midland, said the speaker had not seen the ruling and could not comment.	0.0
2990								The technology-laced Nasdaq Composite Index <.IXIC> added 8.27 points, or 0.51 percent, to 1,633.53.	The broader Standard & Poor's 500 Index .SPX crept up 4.3 points, or 0.44 percent, to 980.52.	0.0
2991								Carlow and his group peddled drugs by forging paperwork showing the shipments' prior owners.	The network peddled drugs by forging paperwork showing prior owners of the shipments.	5.0
2992								A spokesman for the U.S. Attorney's Office in Atlanta also refused to comment.	Coca-Cola announced Friday morning that the U.S. Attorney's office in Atlanta has started an inquiry.	0.0
2993								Blair has said there is not ''a shred of truth'' in allegations the government manipulated evidence, and has resisted calls for a full public inquiry.	Blair has said there is not ``a shred of truth'' in allegations that the government manipulated evidence about Iraq's weapons programs.	0.0
2994								"They were just making sure they dotted all the I's and crossed all the T's,"" said Schooff."	"They were just making sure they dotted all the I's and crossed all the T's,"" said Blair Schoof, executive director of music for AOL Europe."	5.0
2995								The comment period was to have expired on Monday.	A public comment period on the proposed new taxes will end on Monday.	5.0
2996								It even struck a deal for distribution and advertising with popular P2P service Grokster.	Puretunes has also lost a distribution deal with the popular Grokster file-swapping software company.	0.0
2997								The group criticizing Schwarzenegger, the League of United Latin American Citizens, said the Austrian-born actor's advisory board position brings into question his commitment to Latinos.	The League of United Latin American Citizens, the group criticizing Schwarzenegger, said the Austrian-born actor's advisory board position brings into question his commitment to Hispanics.	5.0
2998								"He said European governments ""have blocked all new bio-crops because of unfounded, unscientific fears."	They have blocked all new bio-crops because of unfounded, unscientific fears, Bush said.	5.0
2999								Market sentiment was subdued after International Business Machines Inc. IBM.N said U.S. securities regulators were investigating the accounting of the world's largest computer company.	Market sentiment was also cautious after International Business Machines Inc. IBM.N said that federal securities regulators had begun an investigating into its accounting.	5.0
3000								Oh yeah, Miami, Boston College and Syracuse leaving the Big East to take a seat in the Atlantic Coast Conference.	Boston College, Miami and Syracuse are considering leaving the Big East for the Atlantic Coast Conference by the end of the month.	5.0
3001								Community college students will see their tuition rise by $300 to $2,800 or 12 percent.	Tuition at the six two-year community colleges will leap by $300, to $2,800.	5.0
3002								U.S. forces recently apprehended some 40 suspected foreign militants near the Syrian border and are now interrogating them.	The Third Armored Cavalry Regiment recently apprehended about 40 suspected fighters near the Syrian border, officials said.	0.0
3003								No one has anything to fear from being correctly identified but everything to fear from their identity being stolen or misused, Mr Blunkett said.	"He added: ""No one has anything to fear from being correctly identified, but everything to fear from their identity being stolen or misused."""	5.0
3004								They suspect the same anarchist group that claimed responsibility for the Dec. 21 explosions near his house, according to Italian news agency ANSA.	Italian police investigating the Prodi bomb suspect an anarchist group that claimed responsibility for Dec. 21 explosions near his house, according to Italian news agency ANSA.	5.0
3005								Supporters say a city casino will attract tourists and conventioneers who will gamble and spend money in restaurants and stores.	Supporters say those people will gamble and have enough money left over to spend in restaurants and stores.	5.0
3006								Currently, about 37,000 U.S. troops are stationed in South Korea.	There are 100,000 U.S. troops in Asia, most of them in South Korea and Japan.	0.0
3007								Lee said Brianna had dragged food, toys and other things into the bedroom.	Lee, 33, said the girl had dragged the food, toys and other things into her mother's bedroom.	5.0
3008								Peterson told police he fished alone in San Francisco Bay on Christmas Eve, returning to an empty house.	Peterson told police he left his wife at about 9:30 a.m. on Dec. 24 to fish alone in San Francisco Bay.	0.0
3009								North American markets finished mixed in directionless trading Monday as earnings season begins to slow and economic indicators move into the spotlight.	North American markets grabbed early gains Monday morning, as earnings season begins to slow and economic indicators take the spotlight.	0.0
3010								Mosel was unable to present financial statements in time due to mergers among subsidiaries and a change of accountants, the company said on Monday.	Mosel had been unable to present financial statements in time because of mergers among subsidiaries and a change of accountants, the company said yesterday.	5.0
3011								A navy official on the scene said divers were scanning the river bed with metal finders before rain drove them to shore.	A navy official said divers scanned the river bed with metal detectors before rain drove them to shore.	5.0
3012								The Matrix Reloaded, which opened in limited previews Wednesday night, took in an estimated $135.8 million for all five days.	Matrix Reloaded opened in limited previews Wednesday night, and its total for all five days was estimated at $135.8 million.	5.0
3013								At first blush, then, the distinction drawn by the creators of the do-not-call registry would seem to draw the line in precisely the right place.	At first blush, then, the creators of the registry would seem to have drawn the line between exempted and banned calls in the right place.	5.0
3014								They said no decisions had been made about how many troops would be moved, where they would come from, or where they would end up.	They added that decisions have been made about how many troops will be moved, where they will come from, or where they will end up.	5.0
3015								The bank requires growth from elsewhere in the economy and needs the economy to rebalance, he said in an interview with the Press Association news agency.	"The Bank of England ""requires growth from elsewhere in the economy and needs the economy to rebalance,"" he told the Press Association news agency."	5.0
3016								Voters in Cleveland Heights, Ohio, were asked to decide whether to allow same-sex couples - and also unmarried heterosexual couples - to officially register as domestic partners.	Voters in Cleveland Heights, Ohio, approved a proposal allowing same-sex couples -- and also unmarried heterosexual couples -- to officially register as domestic partners.	5.0
3017								Cisco has signed similar deals with AT&T Corp. T.N , SBC Communications Inc. SBC.N and Sprint Corp. FON.N .	Cisco has similar relationships with BellSouth competitors SBC Communications, AT&T and Sprint Communications.	5.0
3018								The Dow Jones industrial average advanced for the fourth week in a row.	The Dow Jones industrial average .DJI rose 41.61 points, or 0.44 percent, to 9,415.82.	0.0
3019								"But Ms Ward said the headroom under its financial covenants was ""tight"" and that there could be another downgrade if Southcorp breached any of its banking covenants."	"But Ms Ward said the headroom under its financial covenants was ""tight"" and that there could be a rating downgrade if Southcorp did breach any banking covenants."	5.0
3020								Also missing is Al Larsen, 31, of Fort Worth, Texas, who was in another vehicle swept off the turnpike.	The other victim recovered Tuesday morning was Al Larsen, 31, of Fort Worth, Texas.	0.0
3021								He also could be barred permanently from the securities industry.	Young faces a fine, suspension or being permanently barred from the securities industry.	0.0
3022								The Cradle of Liberty Council isn't the first one to buck the national group's stance.	Philadelphia's council is not the first to defy the national policy.	5.0
3023								It would be cumbersome for restaurants that serve different meals each day, she said.	It would be especially cumbersome for restaurants that change their menus daily, she said.	5.0
3024								Debra Mitchell, a member of the church, said Wilson had recently lost her job.	Mitchell said many knew Wilson, 43, to be unstable and that she recently lost her job.	0.0
3025								Today, we preserve essential tools to foster voice competition in the local market.	We preserve essential tools to foster voice competition, Copps said.	5.0
3026								The discovery that the MAP bug is present in the vast majority of Crohn's sufferers means it is almost certainly causing the intestinal inflammation, it said in a statement.	The researchers say that the fact the MAP bug is present in the vast majority of Crohns sufferers means it is almost certainly causing the intestinal inflammation.	5.0
3027								A big surge in consumer confidence has provided the only positive economic news in recent weeks.	Only a big surge in consumer confidence has interrupted the bleak economic news.	5.0
3028								He added: ``I've never heard of more reprehensiblebehaviour by a doctor.	The Harrisons’ lawyer Paul LiCalsi said: “I’ve never heard of more reprehensible behaviour by a doctor.	5.0
3029								"I have heard the people of New York say, 'Enough is enough,'  Pataki said. """	I have every reason to believe that people understand enough is enough, Mr. Pataki said.	0.0
3030								The government says the changes are necessary if Israel is to compete successfully in the global marketplace and attract investment.	However, the Israeli government argues that changes in Israel’s state-controlled economy are necessary if the state is to compete in the global marketplace.	5.0
3031								The computers were located in the United States, Canada, and South Korea.	The PCs are scattered across the United States, Canada and South Korea.	5.0
3032								He was voluntarily castrated in 2001, an operation he contends removed his ability to become sexually aroused.	DeVries, who was voluntarily castrated in August 2001, has said the surgery took away his ability to become sexually aroused.	5.0
3033								Broomhead was assigned to 2nd Squadron, 3rd Armor Cavalry Regiment, based at Fort Carson.	Broomhead, 34, was assigned to the 2nd Squadron, 3rd Armored Cavalry Regiment.	5.0
3034								Diana was at her lowest ebb when she wrote the letter to Paul Burrell claiming there was a plot to kill her.	Burrell said Diana wrote a letter in October 1996 claiming there was a plot to kill her in a smash and gave it to him to keep as insurance.	0.0
3035								SARS, the deadly respiratory disease first detected in China last November, gave the agency its first real test of a new state-of-the-art emergency operations center.	And SARS, the deadly respiratory disease first detected in China last November, tested the agency's new state-of-the-art emergency operations center.	5.0
3036								This morning, at UM's New York office, Coen revised his expectations downward, saying that spending would instead rise 4.6 percent to $247 billion.	Speaking to reporters at a New York news conference, Universal McCann's Coen projected that total U.S. ad spending will rise 4.6 percent to $247.7 billion this year.	5.0
3037								Cross-dressing teens from Harvey Milk High School offered sex for money in Greenwich Village and then robbed the would-be johns by pretending to be cops, sources said last night.	Four Harvey Milk High School students who dressed as women were arrested yesterday for robbing men in the West Village - and pretending to be police officers, sources said.	5.0
3038								Massachusetts does not have a state death penalty, and only once before - in Michigan - has the federal death penalty been given in a state without capital punishment.	Massachusetts has no state death penalty, and only once before -- in Michigan -- has the federal death penalty been given in a state without capital punishment.	5.0
3039								In Toronto, police said they arrested 38 people and reported 114 incidents, mostly for looting and other thefts.	Toronto police made 38 arrests linked to the blackout and reported 114 incidents, mostly for looting and other thefts, said Constable Mike Hayles.	5.0
3040								"We caught this ... and haven't sent it into the blood supply,"" said Dr. Dale Towns, CBS Calgary medical director."	We're delighted the testing has worked -- we caught this ... and haven't sent it into the blood supply, said Dr. Dale Towns, Calgary medical director of CBS.	0.0
3041								Other staff members, however, defended the document, saying it would still help policy-makers and the agency improve efforts to address the climate issue.	Some E.P.A. staff members defended the document, saying that although pared down it would still help policy makers and the agency address the climate issue.	5.0
3042								The Senate's proposal will need the support of the Democrat-led Assembly and Pataki to become law.	Even if the Senate approves the proposals, they would require the support of the Democrat-led Assembly and Gov. George Pataki to become law.	0.0
3043								The stock lost about 75 percent of its value after that bombshell and remains 40 percent below pre-disclosure levels.	The stock lost some three quarters of its value after the initial February 24 bombshell disclosure.	0.0
3044								"The crates are full of hardback copies of ""Harry Potter and the Order of the Phoenix."""	"On June 4, Amazon said it had received orders for over 1 million copies of ""Harry Potter and the Order of the Phoenix."""	0.0
3045								French special police raided a farm in Corsica on Friday, capturing the top suspect in the 1998 murder of France's highest official on the Mediterranean island, officials said.	Police arrested on Friday the chief suspect in the murder of the top state official on the unruly French island of Corsica, Interior Minister Nicolas Sarkozy said.	0.0
3046								"Tom Kasmer, a 14-year-old from Belmont, N.C., got a word that sounded like ""zistee"" during yesterday's competition."	"The 14-year-old national spelling finalist who attends school in Belmont, N.C., got a word that sounded like ""zistee"" during competition Wednesday."	5.0
3047								The blue-chip Dow Jones industrial average .DJI fell 86.56 points, or 0.94 percent, to 9,109.99, after giving up more than 1 percent earlier.	The Dow Jones industrial average .DJI fell 79.43 points, or 0.86 percent, to 9,117.12 on Friday.	0.0
3048								General Wesley Clark finally confirmed this week that he would seek the Democratic nomination to run against President George Bush in next year's presidential elections.	Retired General Wesley Clark's entry into the race for the Democratic presidential nomination will almost certainly strengthen anti-war forces determined to unseat US President George W Bush next year.	0.0
3049								China would become only the third nation to put a human in space.	China would become the third nation to achieve manned spaceflight.	5.0
3050								ImClone Systems Inc. and Genentech Inc. led shares of U.S. biotechnology companies higher after medicines they are developing helped cancer patients in studies.	ImClone Systems and Genentech led shares of biotechnology companies higher yesterday after studies showed the medicines they are developing helped cancer patients.	5.0
3051								The technology-laced Nasdaq Composite Index .IXIC was down 27.13 points, or 1.64 percent, at 1,626.49, based on the latest data.	The technology-laced Nasdaq Composite Index <.IXIC> declined 25.78 points, or 1.56 percent, to 1,627.84.	5.0
3052								The American Express Corp. has pledged at least $3 million of more than $5 million needed.	The city had requested federal funds, but withdrew that request when American Express pledged at least $3 million.	0.0
3053								Privately-held GeCAD Software, founded in 1992, has supplied antivirus and security products since 1994 under the name RAV AntiVirus.	GeCAD, founded in 1992 and based in Bucharest, provides anti-virus, anti-spam and content-filtering products under the name RAV AntiVirus.	5.0
3054								Kelly Boggs' column will appear daily during the June 17-18 Southern Baptist Convention annual meeting in Phoenix.	Kelly Boggs, Baptist Press' weekly columnist, will be writing a column each day during the Southern Baptist Convention's annual meeting this week in Phoenix.	5.0
3055								This is the only planet that has been found in orbit around a binary star system.	The new found planet is the only one known to orbit such a double-star system.	5.0
3056								More than 1,000 people staged mostly peaceful protests during the talks, proclaiming that genetically modified foods weren't the answer to the world's food problems.	More than 1,000 people rallied over three days, proclaiming that genetically modified foods weren't the answer to the world's food problems.	5.0
3057								Lee Janzen, who was tied atop the leaderboard with five holes left, finished with a 68 and tied for sixth.	Lee Janzen, tied atop the leaderboard with five holes left, finished with a 68 to tie for sixth with Bob Crane (67) at 269.	0.0
3058								The equivalent of 75,000 55-gallon barrels of waste thought to contain transuranic waste are stored underground at Hanford.	The equivalent of 75,000 55-gallon barrels of transuranic and low-level radioactive waste, some of it mixed with hazardous chemicals, is buried at Hanford.	0.0
3059								"There are more surprises than you can possibly imagine,"" Gov. Gray Davis told reporters at a campaign stop in Compton."	"There are more surprises than you can possibly imagine,"" Davis said after appearing with former U.S. president Bill Clinton at a school dedication."	0.0
3060								Officials said all three would be charged with conspiracy to commit murder.	All three of the teens were charged with offenses including conspiracy to commit murder.	5.0
3061								Less than 20 percent of Boise's sales would come from making lumber and paper after the OfficeMax purchase is completed.	Less than 20 percent of Boise's sales would come from making lumber and paper after the OfficeMax purchase is complete, assuming those businesses aren't sold.	0.0
3062								But they are split over whether the Fed will acknowledge risks are tilted toward weakness, or say they are balanced.	Wall Street is debating whether the central bank will say risks are tilted toward weakness or balanced with inflation.	5.0
3063								Yehuda Abraham, a 76-year-old jeweler in New York's diamond district, allegedly accepted a $30,000 down payment on behalf of Lakhani for the missiles, the government said.	Yehuda Abraham, a 76-year-old jeweler from New York's diamond district, accepted a $30,000 down payment on behalf of Lakhani for the first missile, investigators said.	5.0
3064								Samudra claims the meeting agreed with this and fine-tuning was handed to Dulmatin, a bombmaker still on the run and so-called smiling Bali bomber, Amrozi.	He claims they agreed on this plot and that fine-tuning was handed to Dulmatin, a bombmaker who is still on the run.	0.0
3065								The seventh person charged in the case - Habis Abdu al Saoub - remains at large.	The seventh member of the cell, Habis Abdullah al Saoub, 37, a Jordanian, remains at large.	5.0
3066								Vivendi shares closed 1.9 percent at 15.80 euros in Paris after falling 3.6 percent on Monday.	In New York, Vivendi shares were 1.4 percent down at $18.29.	0.0
3067								The Bank of England starts its two-day meeting on Wednesday, but was expected to leave British interest rates steady.	The Bank of England starts a two-day policy meeting on Wednesday and is expected to leave British interest rates steady at 3.75 percent on Thursday.	0.0
3068								Wall Street analysts had expected 22 cents a share, according to Thomson First Call.	The results were 3 cents a share lower than the forecast of analysts surveyed by Thomson First Call.	0.0
3069								Annika Sorenstam gets her first opportunity to test that objective this week at the McDonald's LPGA Championship.	The appetizer devoured, Annika Sorenstam moves on to the entree this week at the McDonald's LPGA Championship.	0.0
3070								The dollar gained against the euro, yen and Swiss franc after September U.S. retail sales figures came in slightly weaker than consensus forecasts.	The greenback rose steeply against the euro, yen and Swiss franc despite weaker-than-expected September U.S. retail sales figures.	5.0
3071								The San Jose-based company posted a net income of $64.2 million, or 27 cents per share, in the quarter ended May 30.	That was up from the year-ago quarter, when the company earned $54.3 million, or 22 cents a share.	0.0
3072								After what happened here ... it's tacky and unpatriotic, said JoAnn Marquis, visiting the site with her husband from Salem, Mass.	"It's nasty, said JoAnn Marquis, visiting with her husband from Salem, Mass. ""After what happened here ."	5.0
3073								President Bush raised a record-breaking $49.5 million for his re-election campaign over the last three months, with contributions from 262,000 Americans, the president's campaign chairman said Tuesday.	President Bush has raised $83.9 million since beginning his re-election campaign in May, and has $70 million of that left to spend, his campaign said Tuesday.	0.0
3074								An hour later, an Israeli helicopter fired missiles at a car in Gaza City, killing two Hamas officials and at least five other people.	An hour later Israeli attack helicopters rained missiles on a car in Gaza City, killing seven people, Palestinian sources said.	5.0
3075								"He also called Hovan a ""person of good reputation"" who had worked as a bus driver since 1967."	Hovan, a resident of Trumbull, Conn., had worked as a bus driver since 1967 and had no prior criminal record.	0.0
3076								The 30-year bond <US30YT=RR> was down 10/32 for a yield of 4.91 percent, up from 4.89 percent late Thursday.	The 30-year bond was down 14/32 to yield 4.92 percent, up from 4.89 percent on Thursday but off an earlier yield high of 4.95 percent.	0.0
3077								The companies also announced plans to collaborate on the design for future generations of memory technologies.	The two groups said they would collaborate on the design of future memory technologies.	5.0
3078								A judge ordered the child placed in state custody Aug. 8.	On Aug. 8, Juvenile Court Judge Robert Yeates ordered that Parker be placed in protective custody.	5.0
3079								The British ambassador to the United Nations, Sir Jeremy Greenstock, is scheduled to lead a Security Council Mission to the region in mid-May.	Sir Jeremy Greenstock, the UK's ambassador to the UN, is due to lead a week-long Security Council mission to West Africa in mid-May.	5.0
3080								An episode is declared when the ozone reaches .20 parts per million parts of air for one hour.	A Stage 1 episode is declared when ozone levels reach 0.20 parts per million.	5.0
