,index,genre,filename,year,old_index,source1,source2,sentence1,sentence2,score
5544,,,,,,,,"After the shooting, Hoffine fled to the nearby home of a friend, and allowed her and her daughter to leave.","Hoffine drove to the home of a friend and told her what he had done before allowing the woman and her daughter to leave, Hurley said.",1.0
10772,4969.0,main-news,headlines,2015,34,none,none,Stocks to watch at close on Monday,Stocks to watch on Monday,4.0
10875,5072.0,main-news,headlines,2015,291,none,none,Classic crossword - Saturday 1st June,Classic crossword - Saturday 20th April,1.6
933,,,,,,,,"The study also found that consumer goods advertisers continued to spend the most dollars online, representing 35% of all Web advertising.","In the second quarter, consumer advertisers continued to spend the most online, slightly increasing their share.",1.0
9462,3659.0,main-news,deft-news,2014,209,none,none,vietnam has among the world's strictest drug laws.,vietnam's drug laws are among the world's strictest laws.,5.0
16477,,,belief,2015,,,,i really dont know what to do...,i don't really know what is up but i'm super mad about it.,2.2
10797,4994.0,main-news,headlines,2015,98,none,none,Declines in US stock market moderate,Tech sell-off sends Asian stock markets lower,0.4
14574,,,OnWN,2013,,,,open to members of all races and ethnic groups,open (a place) to members of all races and ethnic groups.,4.6
8880,3077.0,main-news,MSRpar,2012train,183,none,none,"Women who eat potatoes and other tuberous vegetables during pregnancy may be at risk of triggering type 1 diabetes in their children, Melbourne researchers believe.",Australian researchers believe they have found a trigger of type 1 diabetes in children - their mothers eating potatoes and other tuberous vegetables during pregnancy.,4.25
16246,,,belief,2015,,,,it's like being against hammers.,he's not ranting against the troops.,0.0
10400,4597.0,main-news,headlines,2014,308,none,none,Zen Report: Ain't easy being high maintenance,Russian meteorite leaves building gaping open,0.0
15114,,,OnWN,2014,,,,an abundance or profusion of something,place under suspicion or cast doubt upon.,1.0
3090,,,,,,,,The hall will be home to the Los Angeles Philharmonic and the LA Master Chorale.,The Los Angeles Master Chorale and the Los Angeles Philharmonic Brass Ensemble also performed.,1.0
5935,132.0,main-captions,MSRvid,2012test,195,none,none,A man and woman are driving down the street in a jeep.,A man and woman are driving down the road in an open air vehicle.,4.0
16192,,,belief,2015,,,,"mr brown said he had asked the cabinet secretary, britain's most senior civil servant, to arrange support for all parties that might be involved in talks over a possible future coalition government.",i have asked the cabinet secretary to arrange for the civil service to provide support on request to parties engaged in discussions on the formation of government.,3.4
5944,141.0,main-captions,MSRvid,2012test,205,none,none,A woman is dancing.,A man is talking.,0.0
13899,,,FNWN,2013,,,,"this frames describes a perceiver who fails to keep sight of a theme. the focus of this frame is the perceiver, which appears in subject position. this frame contrasts with the opposing perspective in losing_track_of_perceiver, where the perceiver is the object and the theme is the subject.",place (something) where one cannot find it again;,1.8
12259,,,surprise.SMTnews,2012test,,,,None of this absolves rich countries of their responsibility to help.,This does not release but rich countries of their obligation to help.,4.5
9856,4053.0,main-news,headlines,2013,376,none,none,Jaya Prada all set to join BJP,"Jaya Prada likely to join BJP, Amar Singh to decide for her",3.8
2176,,,,,,,,Both Blair and Bush have faced accusations that they manipulated intelligence about weapons of mass destruction to make the case for military action.,"At home, the premier has faced accusations that he overplayed intelligence about weapons of mass destruction to make the case for war.",5.0
9994,4191.0,main-news,headlines,2013,550,none,none,Teenager and father killed in crash,Three killed in horror crash are named,1.6
2863,,,,,,,,"Gary Nicklaus, the 34-year-old son of Jack Nicklaus who is playing on a sponsor's exemption, birdied five of his first nine holes before faltering to a 69.","Gary Nicklaus, the 34-year-old son of the Golden Bear who is playing on a sponsor's exemption, birdied five of his first nine holes before shooting 69.",5.0
14452,,,OnWN,2013,,,,Adapt oneself to new or different conditions.,adapt or conform oneself to new or different conditions.,4.8
8960,3157.0,main-news,MSRpar,2012train,312,none,none,"International rescue workers are scouring flattened debris for survivors in Iran's shattered ancient Silk Road city of Bam after a violent earthquake killed more than 20,000 people.",International rescue workers hacked desperately through flattened debris for survivors and cemeteries overflowed in Iran's ancient Silk Road city of Bam yesterday.,3.0
353,,,,,,,,"Another is investor disenchantment with US investments, leading them to pull out of US assets - selling dollars as they do so and driving the dollar exchange rate down.","Another is investor disenchantment with U.S. investments, leading them to pull out of U.S. assets--selling dollars as they do so, and driving its exchange rate down.",5.0
8681,2878.0,main-news,MSRpar,2012test,650,none,none,"Terri Schiavo, 39, is expected to die sometime in the next two weeks in the Tampa-area hospice where she has spent the past several years.","Terri Schiavo, 39, underwent the procedure at the Tampa Bay area hospice where she has been living for several years, said her father, Bob Schindler.",1.8
6695,892.0,main-captions,MSRvid,2012train,586,none,none,A person is adding chili powder to chili with beans.,The man is adding seasoning to the beans.,3.8
6890,1087.0,main-captions,images,2014,121,none,none,Black train on train tracks.,A train on the train tracks.,4.1
13909,,,FNWN,2013,,,,"a cognizer has a judgment of an evaluee, expressing how high or low their regard for the evaluee is.","come to believe on the basis of emotion, intuitions, or indefinite grounds;",0.4
11008,5205.0,main-news,headlines,2015,637,none,none,Boston bombing suspect charged in hospital bed,One week later: Boston honors bombing victims; suspect unable to speak,1.2
7731,1928.0,main-captions,images,2015,1295,none,none,A group of people are firing up a hot air balloon.,A large group of people riding brown and white horses.,0.0
15712,,,tweet-news,2014,,,,Da CNN: ' At least 245 killed in Brazil nightclub fire Update',Hundreds killed in Brazil nightclub fire,3.0
10369,4566.0,main-news,headlines,2014,273,none,none,Jeff Bezos Bets $250 Million on Reviving Washington Post,Jeff Bezos Pays $250 Million For The Washington Post,4.2
2487,,,,,,,,"Yesterday, shares closed up 29 cents, or 0.54 percent, at $54.32.","Amazon's shares yesterday closed at $54.32 on the Nasdaq Stock Market, up 29 cents.",5.0
11154,5351.0,main-news,headlines,2015,983,none,none,New Zealand set to legalise gay marriage,New Zealand votes to legalise same-sex marriage,4.4
14057,,,FNWN,2013,,,,"this frame contains transparent nouns (and some adjectives) denoting quantities of a mass or of individuals. as opposed to aggregate words such as group, set, these quantity do not have a status as wholes on their own. initially, at least, we annotate both quantity of masses and of individuals in this frame, though we may split the frame along these lines later on.",not excessive or extreme;,0.0
12679,,,SMTeuroparl,2012train,,,,"As a matter of urgency, therefore, the staff complement of the Interdepartmental Group attached to the Commission Secretariat should be strengthened at the earliest possible opportunity in order to ensure that all proposals for acts which are general in scope are accompanied, when considered by the College of Commissioners and on the basis of Article 299(2), by a simplified sheet outlining their potential impact.","Thus, it is imperative that the inter-service Group are very quickly, of the Commission, so that all the proposals to act can be, during their examination by the force on the basis of Article 299, paragraph 2, a detailed impact.  ",3.2
7823,2020.0,main-forum,deft-forum,2014,20,none,none,My parents have told me it is bad for you.,My teachers have told me it is bad for you.,2.8
7703,1900.0,main-captions,images,2015,1220,none,none,A woman holds a baby while a man looks at it as another man holding a child watches.,A woman stands with her arms out in a store while another woman holds a camera.,0.4
9731,3928.0,main-news,headlines,2013,220,none,none,Massive Hurricane Sandy bears down on U.S. East Coast,Hurricane Sandy takes aim at US East Coast,4.4
13054,,,SMTeuroparl,2012train,,,,"Above all, when a one-man company or a company with fewer than 250 employees has a project, it should not need to provide 120% loan guarantees in the form of land to receive financing; it should also be possible for it to be funded on the basis of a good idea.","Above all, when a company or unipersonnelle a society relying less than 250 employees has a project, it must be possible to receive funding not only with a guarantee to 120%, but also on the simple basis of a good idea.",3.8
8194,2391.0,main-forum,deft-forum,2014,391,none,none,"There is no ""WAR"" in the middle east.",There is no war in the Middle east.,4.6
15605,,,tweet-news,2014,,,,"So, can we just pass the ERA now? Pentagon Is Set to Lift Combat Ban for Women",Pentagon Lifting Ban on Women in Combat,4.0
3647,,,,,,,,The news came as authorities in Taiwan quarantined hundreds at two major hospitals amid fears of a widespread epidemic of Severe Acute Respiratory Syndrome on the self-governing island.,The threat came as Taiwanese authorities quarantined hundreds at two hospitals amid fears of an epidemic of severe acute respiratory syndrome.,5.0
9402,3599.0,main-news,deft-news,2014,149,none,none,"hong kong universities collaborate with universities, businesses and government sectors of mainland china to coordinate training programs and research centers to promote high-tech research, commercialization, and technology transfer.","hong kong universities have collaborated with tertiary education, business and government sectors of mainland china to direct training programs and research centers to promote research commercialization and technology transfer.",5.0
7367,1564.0,main-captions,images,2015,222,none,none,The tan dog runs through the leaves.,The white dog runs through the ocean.,1.8
11499,5696.0,main-news,headlines,2016,1151,Europe Media Monitor (http://emm.newsbrief.eu),Europe Media Monitor (http://emm.newsbrief.eu),Deadly Blast Rocks Coal Mine in East Ukraine,"12 Dead, Despite Cease-fire in East Ukraine",2.0
2912,,,,,,,,The industry censor forbade the sexual innuendo contained in the play and would not allow the characters to sleep together.,The industry censor forbade the sexual innuendo of the play and would not allow Ewell's character to sleep with Monroe's.,5.0
1375,,,,,,,,"""Mr Gilbertson would have been entitled to these (pension) payments irrespective of the circumstances in which he left the company,"" Mr Argus said.","""Mr Gilbertson would have been entitled to those superannuation payments irrespective of the circumstances in which he left the company,"" he said.",5.0
12224,,,surprise.SMTnews,2012test,,,,"This is a clear if implicit repudiation of Mubarak, the sole ruler for 24 years.","This is an implicit répudiation but clear of Mubarak, only Head of State for 24 years.",5.0
14636,,,OnWN,2013,,,,(cause to) separate or move in different directions,to cause to separate and go in different directions.,4.6
931,,,,,,,,The American Stock Exchange biotech index .BTK surged 5 percent.,The Philadelphia Stock Exchange's semiconductor index .SOXX jumped 6.10 percent.,1.0
7424,1621.0,main-captions,images,2015,379,none,none,Two large black dogs are playing in a grassy field.,Two white dogs are running together.,2.2
8071,2268.0,main-forum,deft-forum,2014,268,none,none,Obama is extreme and leftwing.,Obama is part of the extreme leftwing.,4.8
14100,,,OnWN,2013,,,,a type of subdivision of a larger literary composition,a specialized division of a large organization.,1.6
5758,,,,,,,,"The NEA report, the ""Status of the American Public School Teacher,"" aims to help education groups shape their agendas.","The NEA report, ""Status of the American Public School Teacher,"" aims to help education groups shape their agendas and mold the country's image of teachers.",1.0
10397,4594.0,main-news,headlines,2014,305,none,none,China's yuan weakens to 6.2767 against USD Thursday,China yuan weakens to 6.1818 against USD Tuesday,2.0
5086,,,,,,,,"If you're over here thinking this problem has been blown out of proportion by the media, you are wrong.","""If you think this problem has been blown out of proportion by the media, you are wrong.""",5.0
8253,2450.0,main-news,MSRpar,2012test,0,none,none,The problem likely will mean corrective changes before the shuttle fleet starts flying again.,He said the problem needs to be corrected before the space shuttle fleet is cleared to fly again.,4.4
6827,1024.0,main-captions,images,2014,38,none,none,A group of people sitting around a table with food on it.,A group of people sit around a table with food and beer.,4.0
15997,,,tweet-news,2014,,,,At least 233 dead in Brazilian nightclub fire. :(,Hundreds killed in Brazil nightclub fire,3.6
13101,,,SMTeuroparl,2012train,,,,This is our priority fight in order to ensure that the affirmation of fundamental rights is put into practice in our political decisions.,It is our priority combat so that the assertion of fundamental rights is concretized in political choices.,4.8
15075,,,OnWN,2014,,,,the scent or odor of something,the act of applying force to propel something.,0.0
12153,,,surprise.SMTnews,2012test,,,,Today there are two plausible ways to proceed against a deposed tyrant.,Today there are two ways of proceeding to the origins.  ,2.75
13390,,,surprise.OnWN,2012test,,,,system of arrangement,an arrangement scheme.,3.75
15959,,,tweet-news,2014,,,,asked many people (including yours truly) if #LanceArmstrong deserves another chance. Interesting views,Give Lance another chance?,3.2
14948,,,OnWN,2014,,,,Apply conditioner to make smooth and shiny.,apply conditioner to in order to make smooth and shiny.,5.0
2547,,,,,,,,The first products are likely to be dongles costing between US$100 and US$150 that will establish connections between consumer electronics devices and PCs.,The first products will likely be dongles costing $100 to $150 that will establish connections between consumer electronics devices and PCs.,5.0
5230,,,,,,,,"""We are in the process of a thorough internal review with the assistance of outside professionals,"" she said in the statement.","Strong Financial released a statement Wednesday night: ""We are in the process of a thorough internal review.",5.0
11593,,,SMTeuroparl,2012test,,,,"Thank you, Commissioner.","Thank you, Commissioner.",5.0
14928,,,OnWN,2014,,,,the act of lifting something,the act of raising something.,4.0
5552,,,,,,,,He said that most of the 250 persons living near the disaster site were asleep when the cloudburst took place late on Thursday evening.,"Most of the 250 persons living near the disaster site were asleep when the cloudburst took place, the second such incident in three weeks.",1.0
5730,,,,,,,,Blue chips edged lower by midday on Wednesday as a wave of profit warnings drained some of the optimism that has driven a rally over the past three months.,U.S. stocks fell in early morning trade on Wednesday as a wave of profit warnings drained some of the optimism that has driven a rally over the past three months.,5.0
6638,835.0,main-captions,MSRvid,2012train,498,none,none,The man added vegetables to the broth in the pot.,A man is adding sliced vegetables to a cooking bowl with water.,3.4
13811,,,surprise.OnWN,2012test,,,,Approach a limit as the number of terms          increases without limit; specifically a mathematical term.,approach a limit as the number of terms increases without limit.,4.0
14539,,,OnWN,2013,,,,the selection of a lottery winner,the last section of a communication.,0.0
10958,5155.0,main-news,headlines,2015,506,none,none,'Western' forces attack Islamic militant base in Somalia,Western powers scramble to befriend Modi,1.0
12670,,,SMTeuroparl,2012train,,,,"The French Presidency thanks you, Madam President, ladies and gentlemen, for this cooperation, for your support and also for the warm reception you have given us.","For this cooperation, for your support and for your kind welcome, Madam President, ladies and gentlemen, the French Presidency thank you.",4.8
16449,,,belief,2015,,,,"i agree with you about 'shouting about being different', what do you count as proclaiming difference?","i agree with you, quantum windbag, and so do most legal commentators i have read.",1.8
14127,,,OnWN,2013,,,,"make sense of, give meaning to",make sense of; assign a meaning to.,4.6
4346,,,,,,,,"The Standard Edition is $15,000 per processor or $300 per named user.",The Standard Edition One is a single processor version of the Oracle Standard Edition Database.,1.0
15996,,,tweet-news,2014,,,,Cool stuff: 6 trends we saw at CES 2013 -,6 trends from CES 2013,4.6
13661,,,surprise.OnWN,2012test,,,,hit a fly (baseball),hit a fly.,4.0
9361,3558.0,main-news,deft-news,2014,108,none,none,the russian foreign ministry stated that russia has not suspended dialogue.,russian officials stated that russia will not reconsider the suspension.,2.6
8069,2266.0,main-forum,deft-forum,2014,266,none,none,"Breathe In, Breathe Out, Move On.","buwhahahaha Breathe In, Breathe Out, Move On.",4.4
10125,4322.0,main-news,headlines,2013,719,none,none,Navy Jet Crashes Into Apartment Building,U.S. Navy Jet Crashes Into Virginia Apartment Buildings,3.6
3988,,,,,,,,"Most of that - $51 billion - was for American troops in Iraq, while another $10 billion was for U.S. forces in Afghanistan.","Most of that – $US51 billion – was for American troops in Iraq, while another $US10 billion was for US forces in Afghanistan.",5.0
7056,1253.0,main-captions,images,2014,371,none,none,Group of people sitting at table of restaurant.,Two people sitting at a table at a restaurant.,3.8
6148,345.0,main-captions,MSRvid,2012test,515,none,none,A boy is making some dance steps.,A boy is pouring something from a pitcher.,0.4
4735,,,,,,,,"""We disagree with the judge's decision on notice for Engine Company 261,"" said a statement by Michael A. Cardozo, the city's corporation counsel.","He added that: ""We disagree with the judge's decision on notice for Engine Company 261.""",5.0
168,,,,,,,,"Braker said Wednesday that police, as part of protocol, were talking with other children Cruz had access to.","He told ""Today"" that authorities, as part of protocol, were talking with other children Cruz had had access to.",5.0
5467,,,,,,,,"""There were more people surrounding the clubhouse than the Unabomber's house up in the hills,"" Baker said.","""There are more people surrounding the clubhouse than surrounded the Unabomber's home in the hills.",5.0
16208,,,belief,2015,,,,"i know when the only solution is to spend trillions for minimal, unproven benefit, i know the liar is a leftist.",i believe that the iran issue is more of an israeli problem then it is of the usa or the western world.,0.2
1012,,,,,,,,"""We believe that it is not necessary to have a divisive confirmation fight over a Supreme Court appointment,"" Daschle wrote.","""We believe that it is not necessary to have a divisive confirmation fight,"" Daschle of South Dakota wrote the Republican president.",5.0
12097,,,surprise.SMTnews,2012test,,,,"Indeed, the French philosopher Marcel Gauchet entitled a recent book Democracy Against Itself.","We can also note the French philosopher Marcel Gauchet entitled, one of these recent books against democracy itself.",5.0
14571,,,OnWN,2013,,,,the act of sorting things into categories,the act of distributing things into classes or categories of the same type.,4.2
8061,2258.0,main-forum,deft-forum,2014,258,none,none,Holder filed a three-page letter.,The Judges orders a three-page letter to be filed.,2.8
11019,5216.0,main-news,headlines,2015,661,none,none,Cricket-England v Australia fourth test scoreboard,"Cricket-England 155-4 v Australia, fourth test - tea",4.0
8895,3092.0,main-news,MSRpar,2012train,210,none,none,"Shares of Corixa were gaining 71 cents, or 10%, to $7.91 on the Nasdaq.","In late-morning trading on the Nasdaq Stock Market, Corixa was up 74 cents, or 10%, at $7.94.",3.25
11733,,,SMTeuroparl,2012test,,,,There must be a balance as a whole.,The whole must be in balance.,4.667
1238,,,,,,,,"The Memory Stick Pro Duo card will be theoretically able to transfer data at a rate of up to 20 megabytes per second under optimal conditions, according to Sony.","It will theoretically be able to transfer data at a rate of up to 20 megabytes per second under optimal conditions, according to Sony.",5.0
8588,2785.0,main-news,MSRpar,2012test,509,none,none,"He was voluntarily castrated in 2001, an operation he contends removed his ability to become sexually aroused.","DeVries, who was voluntarily castrated in August 2001, has said the surgery took away his ability to become sexually aroused.",4.5
13048,,,SMTeuroparl,2012train,,,,"I stress this point because the market cannot regulate everything, which is why competition is not completely unrestricted, nor should it be.","I stress this because the market cannot solve all and that, accordingly, there is not and cannot have competition without limits.",3.8
6593,790.0,main-captions,MSRvid,2012train,433,none,none,A man is drawing some figures.,A man is drawing on a digital dry erase board.,3.333
12439,,,SMTeuroparl,2012train,,,,"I would urge the French Presidency to do their utmost to overcome this divide, because it is extremely destructive.","I urge the French Presidency to do everything in its power to bridge this gap, particularly destructive.",4.6
14,,,,,,,,"Evidence suggests two of the victims were taken by surprise, while the other two might have tried to flee or to defend themselves or the others, police said.","Evidence suggests two victims were taken by surprise, while the others may have tried to flee or perhaps defend themselves or their friends, police said.",5.0
8135,2332.0,main-forum,deft-forum,2014,332,none,none,And that is happening in GOP controlled states.,Michigan IS a GOP controlled state.,0.8
3702,,,,,,,,"The Lord Chancellor was guardian of the Great Seal, used to stamp all official documents from the sovereign.","Falconer will hold on, for now, to the Lord Chancellor's Great Seal, used to sign off instructions from the sovereign.",1.0
2218,,,,,,,,"""Beginning; early stages; not life-threatening; treatable,"" he said at a news conference at the Capitol.","Beginning, early stages, not life threatening, treatable, Bruno told a state Capitol news conference.",5.0
1532,,,,,,,,Mr. Sweeney outlined plans for the campaign in a speech last night in Philadelphia at the annual meeting of the American Political Science Association.,Sweeney was to outline plans for the campaign in a speech on Saturday night at the annual meeting of the American Political Science Association.,5.0
7711,1908.0,main-captions,images,2015,1228,none,none,Kids play soccer on a field.,Three boys playing soccer in a field,4.2
7639,1836.0,main-captions,images,2015,1037,none,none,Two constructions workers sit on a beam taking a break.,The man is putting on his shirt near an elevator.,0.0
15474,,,tweet-news,2014,,,,NJFF is showing this film on Jan 26 at Rutgers University:,Our Generation: ?Set for Life? Documents Crisis Among Baby Boomers,0.0
3549,,,,,,,,Moffitt said the results need to be replicated in another study before testing of individuals for presence of the long or short versions of the gene will be pursued.,Professor Moffitt said the results needed to be replicated before pursuing testing of individuals for the presence of the long or short versions of the gene.,5.0
4618,,,,,,,,"A pro-independence radical, Miodrag Zivkovic, of the Liberal Alliance, came in second with 31 percent of the vote.","Miodrag Zivkovic, of the Liberal Alliance of Montenegro, won 31 percent of the vote while the independent Dragan Hajdukovic got four percent.",1.0
2240,,,,,,,,The exam contains four sections and tests a students knowledge of algebra and geometry as well as probability and statistics.,"The test, in four sections, includes algebra and geometry, along with some questions on probability and statistics.",5.0
13812,,,surprise.OnWN,2012test,,,,The stiching that forms the rim of a shoe or boot.,the stitching that forms the rim of a shoe or boot.,5.0
7098,1295.0,main-captions,images,2014,433,none,none,Four women and two men sit at a long table in a restaurant.,A group of people sit at a table in an Italian restaurant.,3.0
7956,2153.0,main-forum,deft-forum,2014,153,none,none,"My gosh, I'm the one with the pregnancy ticker.",I have the pregnancy ticker.,4.2
8115,2312.0,main-forum,deft-forum,2014,312,none,none,I thought that was mostly just the Dutch.,"In fact, it's just the Dutch.",2.6
6625,822.0,main-captions,MSRvid,2012train,483,none,none,A man is playing the trumpet.,Someone is playing with a toad.,0.8
3837,,,,,,,,The poll had a margin of error of plus or minus 2 percentage points.,It had a margin of sampling error of plus or minus four percentage points and was conducted Thursday through Saturday.,1.0
5797,,,,,,,,"""At this point, Mr. Brando announced: 'Somebody ought to put a bullet'"" through her head, the motion continued.","Brando said that ""somebody ought to put a bullet"" through her head, according to the defense.",5.0
15336,,,OnWN,2014,,,,the act of advocating or promoting something,the act of raising something.,2.0
608,,,,,,,,Texas Instruments climbed $1.37 to $19.25 yesterday and Novellus Systems Inc. advanced $1.76 to $36.31.,"Texas Instruments climbed $US1.37 to $US19.25 and Novellus Systems advanced $US1.76 to $US36.31, each having been raised to ""overweight"" by Lehman.",1.0
10225,4422.0,main-news,headlines,2014,95,none,none,"Police kill gunman, find 3 more dead in Colo. home",4 dead after police standoff with gunman barricaded in US home,2.0
5443,,,,,,,,The results were released at Tuesday's meeting in Seattle of the American Thoracic Society and will be published in Thursday's New England Journal of Medicine.,The study results were released at a meeting in Seattle of the American Thoracic Society and also will be published in tomorrow's issue of The New England Journal of Medicine.,5.0
8489,2686.0,main-news,MSRpar,2012test,369,none,none,Two officials initially said about 300 workers had been arrested at 61 stores in 21 states.,But the officials later revised the numbers and said about 250 had been arrested at some 60 stores.,2.4
3737,,,,,,,,Wall Street was also waiting for aluminum maker Alcoa Inc. AA.N to report earnings after the close.,Wall Street was also waiting for aluminum maker Alcoa Inc. (nyse: PEP - news - people) to report earnings after the close.,5.0
15169,,,OnWN,2014,,,,"Expel or eject (saliva, phlegm, sputum, or vomit) from the mouth.",expel or eject (saliva or phlegm or sputum) from the mouth.,5.0
7646,1843.0,main-captions,images,2015,1054,none,none,A bulldog is running through a grassy park while people stand in the background.,A dog is running in a large body of water causing it to splash.,1.8
2832,,,,,,,,"The state's population was 6,080,485 in 2000, according to the U.S. census.","Between 1960 and 2000, however, the state's population grew by 30.4 percent to 6,080,485.",1.0
4610,,,,,,,,"The Standard & Poor's 500 stock index ended the quarter up 120 points, a gain of 14 percent, the best performance for that broad market benchmark since 1998.","The Standard and Poor's 500-stock index, a broad collection of equities representing leading companies, finished its best quarter yesterday since the last three months of 1998.",5.0
1063,,,,,,,,"The meeting was scheduled to end Wednesday night, with attendees approving resolutions that express the denomination's view on issues but that are not binding on churches.","On Wednesday, attendees will vote on resolutions that express the Southern Baptist view on issues, but are not binding on individual churches.",5.0
13370,,,surprise.OnWN,2012test,,,,state or explain the meaning,give a definition for the meaning of a word.,4.0
2185,,,,,,,,"The Yankees, however, had big trouble handling Victor Zambrano (4-4) for the second straight time.",The Yankees wasted no time breaking through against Zambrano (4-4) in the rematch.,1.0
487,,,,,,,,"""The case has been ready to go for some time,"" said FBI Special Agent Craig Dahle in Birmingham.","""The case has been ready to go for some time,"" said Dahle, a spokesman for the Birmingham office.",5.0
3108,,,,,,,,"""I think it should have been released years ago,"" said Brian Rohrbough, whose son, Daniel, was killed at Columbine.","Brian Rohrbough, whose son, Daniel, was killed at Columbine, said the tape raises disturbing issues.",1.0
11410,5607.0,main-news,headlines,2016,455,Europe Media Monitor (http://emm.newsbrief.eu),Europe Media Monitor (http://emm.newsbrief.eu),German ambassador's Athens residence shot at,Shots fired at German ambassador's residence in Athens,5.0
12587,,,SMTeuroparl,2012train,,,,It is a matter of the utmost importance and yet has curiously attracted very little public attention.,"The task, which is however capital, did not arouse an lively interest on behalf of the public yet.",3.75
6081,278.0,main-captions,MSRvid,2012test,414,none,none,A man is swinging from a rope attached to the ceiling.,A man is swinging on a rope.,3.4
5921,118.0,main-captions,MSRvid,2012test,175,none,none,A man is riding on a horse.,A man is talking on a phone.,1.0
15885,,,tweet-news,2014,,,,"Casting: Lindsay Lohan, careening debt and porn stars. What could go wrong? What Happens When You Hire LL.",Here Is What Happens When You Cast Lindsay Lohan in Your Movie,2.6
5519,,,,,,,,Shares of Mattel were down 13 cents to $19.72 on the New York Stock Exchange.,Mattel shares were down 1.5 percent in early afternoon trading on the New York Stock Exchange.,5.0
4452,,,,,,,,Token-issuing framework provides capabilities that build on WS-Security and define extensions to request and issue security tokens and to manage trust relationships and secure conversations.,"Within WSE 2.0, WS-Trust, WS-SecureConversation build on WS-Security and define extensions to request and issue security tokens and to manage relationships and secure conversations.",5.0
12026,,,surprise.SMTnews,2012test,,,,But the returns that make US stock markets so attractive reflect a delicate political balance.,But the returns which return the US markets of the transferable securities if attracting reflect a fragile political balance.,4.75
10748,4945.0,main-news,headlines,2014,737,none,none,Obama pledges to reignite economy,Obama to press Congress to act on economy,2.6
11226,5423.0,main-news,headlines,2015,1170,none,none,"Two dead, more trapped in latest Mumbai building collapse",Two are trapped as US building collapses,1.2
7283,1480.0,main-captions,images,2014,720,none,none,A black and white photo of an empty train station.,A black and white photo of a cat sitting on a sofa.,1.6
8733,2930.0,main-news,MSRpar,2012test,716,none,none,"Two Kuwaitis and six Palestinians with Jordanian passports were among the suspects, the official said.","They include two Kuwaitis and six Palestinians with Jordanian passports, and the remainder are Iraqis and Saudis, the official said.",3.0
11419,5616.0,main-news,headlines,2016,561,Europe Media Monitor (http://emm.newsbrief.eu),Europe Media Monitor (http://emm.newsbrief.eu),Rallies demand 'Justice for Trayvon',"Across US, people rally for 'Justice for Trayvon'",4.0
1404,,,,,,,,"""From Justin to Kelly,"" starring ""American Idol"" winner Kelly Clarkson and runner-up Justin Guarini, opened at No. 11 with only $2.9 million.","From Justin to Kelly, a romance starring American Idol winner Kelly Clarkson and runnerup Justin Guarini, opened at No. 11 with $2.9-million.",5.0
4008,,,,,,,,"""Right from the beginning, we didn't want to see anyone take a cut in pay.","But Mr. Crosby told The Associated Press: ""Right from the beginning, we didn't want to see anyone take a cut in pay.",5.0
1080,,,,,,,,Revenue plunged 19 percent to $2.07 billion from $2.56 billion in the year-earlier quarter.,The company had revenue of $2.56 billion in the first quarter of 2002.,1.0
13181,,,surprise.OnWN,2012test,,,,"Annoy, harass, or mock, perhaps playfully.",mock or make fun of playfully.,4.25
10380,4577.0,main-news,headlines,2014,285,none,none,Obama economic tour buffeted by low expectations,Obama encourages Boy Scouts to end ban on gays,1.8
6116,313.0,main-captions,MSRvid,2012test,471,none,none,A monkey pulls the tail of a dog.,A monkey is teasing a dog at the zoo.,2.8
12006,,,SMTeuroparl,2012test,,,,It is our job to continue to support Latvia with the integration of the Russian population.,It is of our duty of continue to support the country on the issue of the integration of the Russian people.,5.0
286,,,,,,,,The Senate Banking Committee is scheduled to hold a hearing on Tuesday where Donaldson is scheduled to testify on hedge and mutual funds.,"The Senate Banking Committee is scheduled to hold a hearing on Tuesday, when Donaldson will be questioned about hedge and mutual funds.",5.0
10749,4946.0,main-news,headlines,2014,739,none,none,"Two Earthquakes Hit Northwest China, 11 Dead",Twin quakes kill 89 in China,2.4
14531,,,OnWN,2013,,,,Move as if unable to control one's manner or direction of movement.,walk as if unable to control one's movements.,4.0
13263,,,surprise.OnWN,2012test,,,,"a process of development, increase or advancement",a process of becoming larger or longer or more numerous or more important.,2.75
14158,,,OnWN,2013,,,,(cause to) become less intense or strict,cause to become violent or angry.,1.2
11650,,,SMTeuroparl,2012test,,,,It is our job to continue to support Latvia with the integration of the Russian population.,It is our duty to continue to support Latvia on the issue of the integration of the Russian population.,5.0
14749,,,OnWN,2014,,,,(cause to) become overloaded or overcharged,place too much a load on.,4.0
13227,,,surprise.OnWN,2012test,,,,An instance of visual perception.,(often followed by `of') a large number or amount or extent.,0.5
15633,,,tweet-news,2014,,,,"Don't get any ideas, . U.S. programmer outsources own job to China, surfs cat videos -","U.S. man outsources job to China, surfs cat videos",4.6
9933,4130.0,main-news,headlines,2013,473,none,none,"World stocks rise on hopes for EU, US stimulus",Stocks rise on hopes for a Fed stimulus,3.0
2036,,,,,,,,Winners will be announced in a June 8 ceremony broadcast on CBS from Radio City Music Hall.,Tony winners will be announced June 8 in televised ceremonies from Radio City Music Hall.,5.0
16388,,,belief,2015,,,,i support your religious freedom to coerce your unwilling members to do things they don't want to do.,"as cruel as it sound, i would argue freedom of choice wins out on this fact and this alone.",1.83
