	index	genre	filename	year	old_index	source1	source2	sentence1	sentence2	score
9454	3651	main-news	deft-news	2014	201	none	none	helmand province is the world's largest producer of opium.	the areva group is the world's largest nuclear engineering firm.	0.0
1586								Vivendi shares closed 3.8 percent up in Paris at 15.78 euros.	Vivendi shares were 0.3 percent up at 15.62 euros in Paris at 0841 GMT.	5.0
10930	5127	main-news	headlines	2015	440	none	none	Russian aircraft wreckage found after a year	Russia evacuates embassy in Libya after attack	0.2
9327	3524	main-news	deft-news	2014	74	none	none	china will resolutely oppose the proliferation of mass destructive weapons.	china will resolutely oppose the means of the delivery of mass destructive weapons.	4.2
9870	4067	main-news	headlines	2013	395	none	none	James Murdoch quits BSkyB	James Murdoch quits role at BSkyB	4.2
4588								In turn SuSE will license Java 2 Standard Edition while also formalising an existing agreement to distribute Sun's Java Virtual Machine for running Java applications.	Nuremberg, Germany-based SuSE will license Sun's Java 2 Standard Edition (J2SE) and ship Sun's Java Virtual Machine across its Linux software line.	5.0
2272								The draft of the report was forthright: \"Climate change has global consequences for human health and the environment.\"	The original report had concluded that ''climate change has global consequences for human health and the environment,'' according to an internal EPA memo.	5.0
2536								The two men were allegedly trying to engage Russian exiles in Britain in the assassination plot.	The informant alleged that the two arrested men were trying to engage Russian exiles in Britain in the conspiracy to kill Mr Putin.	5.0
2590								Right now, only six states do: Arkansas, Michigan, Minnesota, New Jersey, Virginia, and Wisconsin.	Manuals produced by only six states _ Arkansas, Michigan, Minnesota, New Jersey, Virginia and Wisconsin _ now have such sections.	5.0
315								Toronto Police Chief Chief Julian Fantino confirmed Friday morning that a man had been arrested in the slaying of Toronto girl Holly Jones.	Toronto Police Chief Julian Fantino said Friday morning that an arrest has been made in the slaying of local girl Holly Jones.	5.0
8100	2297	main-forum	deft-forum	2014	297	none	none	\"In  it was a mental illness, now what are they teaching you?\"	He stated that it was a mental illness in , how is that bigotry?	1.6
5420								Another piece would be sent to the lab in Virginia for additional testing, Conte said.	Another piece of the suit will be sent to Virginia for more testing, Conte said.	5.0
6074	271	main-captions	MSRvid	2012test	403	none	none	The man is shooting an automatic rifle.	A man is shooting a gun.	3.8
9036	3233	main-news	MSRpar	2012train	439	none	none	She survives him as do their four children -- sons Anthony and Kelly, daughters Linda Hope and Nora Somers -- and four grandchildren.	Hope is survived by his wife; sons Anthony and Kelly; daughters Linda and Nora Somers; and four grandchildren.	3.8
1672								Miss Stewart is being prosecuted not because of who she is but what she did,\" Mr Comey continued.	\"Martha Stewart is being prosecuted not because of who she is but because of what she did,\" he said.	5.0
5647								Russia had closed checkpoints on parts of the border with China and Mongolia until June 4, Itar-Tass news agency said.	Russia has closed dozens of checkpoints on the border with China and Mongolia, which has also reported SARS cases, until June 4, Itar-Tass news agency said.	0.0
1474								A magnitude 8 quake hit the area Friday, setting off a fire in another tank that consumed 188,700 barrels, of crude oil.	The magnitude 8 earthquake last Friday gutted another tank, consuming 188,700 barrels of crude oil.	5.0
3925								The shares fell 72 cents, or 3.8 percent, to $18.34 Monday on the New York Stock Exchange.	Schering-Plough shares fell 3.8 percent, or 72 cents, to close at $18.34 in trading Monday on the New York Stock Exchange.	5.0
4989								The yield fell 2 basis points to 1.41 percent, after reaching 1.4 percent on May 8, the lowest since March 12.	The yield fell 7 basis points to 3.61 percent, the lowest since March 12 and within 7 basis points of a 45-year low.	0.0
3916								Foreigners board helicopters for evacuation from the European Union compound in Monrovia, Liberia, on Monday.	French troops defend a group of foreigners as they board helicopters for evacuation from the European Union compound in Monrovia, Liberia.	0.0
2087								The technology-laced Nasdaq Composite Index .IXIC rose 17.33 points, or 1.07 percent, to 1,640.13.	The broader Standard & Poor's 500 Index .SPX gained 5.51 points, or 0.56 percent, to 981.73.	0.0
1671								The proportion of people covered by employers dropped from 62.3 percent in 2001 to 61.3 percent last year.	The proportion of Americans with insurance from employers declined to 61.3 percent, from 62.6 percent in 2001 and 63.6 percent in 2000.	0.0
2441								A month ago a military C-17 transporter returned to Baghdad when an engine exploded.	A month ago a military transport plane returned to Baghdad when an engine exploded in what officials called a \"safety incident.\"	0.0
5742								Two years later, the insurance coverage would begin.	Under the agreement, Medicare coverage for drug benefits would begin in 2006.	5.0
7640	1837	main-captions	images	2015	1038	none	none	A man and a woman laughing.	A man and a woman kiss.	1.2
10566	4763	main-news	headlines	2014	519	none	none	Strong new quake hits shattered Pak region	Powerful new earthquake hits shattered Pakistan region	4.8
1073								On May 22, 2002, a man walking his dog came across some of Levy's bones in Washington's Rock Creek Park.	On May 22, 2002, the first of Levy's weathered bones were found in Washington's Rock Creek Park.	5.0
8743	2940	main-news	MSRpar	2012test	728	none	none	Preliminary reports were that the men were not seen together at the airport, sources said.	The men had Pakistani passports and reportedly were seen together at the airport earlier in the evening, law enforcement sources said.	2.0
1936								He is one of two Democrats on the five-member FCC, and he is a strong advocate of harsher penalties against radio and television stations that violate indecency laws.	Copps, one of two Democrats on the five-member commission, has pushed for harsher penalties against radio and television stations that violate indecency laws.	5.0
10176	4373	main-news	headlines	2014	29	none	none	Gunmen kill 10 foreign tourists in northern Pakistan	Gunmen kill 11 foreign climbers in Pakistan	3.4
9268	3465	main-news	deft-news	2014	15	none	none	bombing occurred in afghanistan as attacks by anti-government insurgents increase in recent days.	a bombing occurred in afghanistan but police have not yet stated who is responsible.	2.6
10511	4708	main-news	headlines	2014	445	none	none	Thirty-Seven Dead In Italy Tour Bus Plunge	Thirty Dead In Italian Bus Plunge	3.2
9608	3805	main-news	headlines	2013	69	none	none	Middle East: Israel: Hamas Leader Convicted	Middle East: Iraq: 17 Prisoners Escape in Kirkuk	0.8
2048								Most of those on board were Lebanese but some were from Benin, Guinea and Sierra Leone.	Some of the passengers were from Benin, Guinea and Sierra Leone.	0.0
1596								\"For one thing, it says, 'Come on, it's working,' \" said Don Marti, editor in chief of the Linux Journal.	\"For one thing, it says, 'Come on, it's working,' \" Don Marti, editor in chief of the Linux Journal told the New York Post. \"	5.0
3789								\"For me, the Lewinsky imbroglio seemed like just another vicious scandal manufactured by political opponents,\" according to extracts leaked yesterday.	\"For me, the Lewinsky imbroglio seemed like just another vicious scandal manufactured by political opponents.\"	5.0
409								Tony-award winning dancer and actor Gregory Hines died of cancer Saturday in Los Angeles.	Hines died yesterday in Los Angeles of cancer, publicist Allen Eichorn said.	5.0
4689								The decision means that Qarase must invite up to eight Labor Party members into cabinet.	Mr Qarase must now invite up to eight Labour Party members into cabinet.	5.0
7219	1416	main-captions	images	2014	618	none	none	A small desk with chair near a laundry closet.	A room with tan walls and a washer and dryer.	0.2
4196								RJR spends an estimated $30 million annually on NASCAR.	NASCAR will get an estimated $75 million a year in cash and promotional concessions.	0.0
7754	1951	main-captions	images	2015	1356	none	none	A black and white dog is running on the beach.	The black and brown dog is running through the snow.	1.8
10539	4736	main-news	headlines	2014	482	none	none	Russia 'alone' in blaming Syrian rebels for chemical attack: US	Russia asks UN to consider its inquiry of Syria chemical arms use	2.6
9655	3852	main-news	headlines	2013	128	none	none	Gusmao consolidates power in East Timor elections	Supreme Court possibilities if Romney wins election	0.0
1742								Rudder was most recently senior vice president for the Developer & Platform Evangelism Business.	Senior Vice President Eric Rudder, formerly head of the Developer and Platform Evangelism unit, will lead the new entity.	0.0
4332								Law enforcement sources who spoke on condition of anonymity confirmed to The Associated Press that Limbaugh was being investigated by the Palm Beach County, Fla., state attorney's office.	Law enforcement officials confirmed that Limbaugh was being investigated by the Palm Beach County, Fla., state attorney's office.	5.0
8531	2728	main-news	MSRpar	2012test	427	none	none	She said Jane Doe's lawyers asked Verizon to withhold her name because she was planning on challenging the subpoena.	Jane Doe, deciding to fight the subpoena, asked Verizon to withhold her name.	3.6
6688	885	main-captions	MSRvid	2012train	571	none	none	A man is speaking on a phone.	A panda bear is chewing on a stick.	0.0
713								President George W. Bush said he's appointed Paul Bremer, a security and counter-terrorism expert, as the top U.S. official overseeing the reconstruction of Iraq.	U.S. President George W. Bush said he's appointed Paul (Jerry) Bremer, a security and counter-terrorism expert, as presidential envoy to Iraq.	5.0
9709	3906	main-news	headlines	2013	194	none	none	Hurricane Sandy powers toward Eastern Seaboard	Hurricane Sandy moves towards US	3.6
938								The impact of these shortages, U.S. Energy Secretary Spencer Abraham warned yesterday, \"will touch virtually every American.\"	The U.S. administration cranked up concerns of impending natural gas shortages yesterday, a supply crunch that officials said \"will touch virtually every American.\"	0.0
5840	37	main-captions	MSRvid	2012test	56	none	none	Someone is carving a statue.	A man is carving a statue.	3.75
1089								One, Fort Carson-based Sgt. Ernest Bucklew, 33, had been on his way home to attend his mother's funeral in Pennsylvania.	Sgt. Ernest Bucklew, 33, was coming home from Iraq to bury his mother in Pennsylvania.	5.0
7024	1221	main-captions	images	2014	328	none	none	Three sheep on a dirt road viewed from a passenger vehicle.	Three sheep in middle of gravel road.	3.4
6964	1161	main-captions	images	2014	232	none	none	A small white dog chews on a twig while lying on a wooden deck.	The white dog is laying on the wooden floor underneath the table.	1.6
4160								When a mechanic found 33 pounds of marijuana in a secret compartment, Rodriguez agreed they should notify police, who then arrested him.	After a mechanic found 33 pounds of marijuana in a secret compartment, Rodriguez, who was at the auto shop, agreed they should notify police.	0.0
6424	621	main-captions	MSRvid	2012train	188	none	none	The woman is smoking.	The man is walking.	0.2
7189	1386	main-captions	images	2014	573	none	none	A man playing a video game in a store.	Man playing game in a store.	3.4
11536	5733	main-news	headlines	2016	1383	Europe Media Monitor (http://emm.newsbrief.eu)	Europe Media Monitor (http://emm.newsbrief.eu)	N. Korea agrees to talks with South	Johor crowns its fifth Sultan	0.0
10315	4512	main-news	headlines	2014	202	none	none	Musharraf arrested in Lal Masjid case	Musharraf arrested in Pakistan	3.0
10091	4288	main-news	headlines	2013	669	none	none	Wall Street Opens Lower	Wall Street Ends Mixed	2.0
881								In the latest top-level shuffle at CNN, Teya Ryan is leaving her post as general manager of U.S. programming, the network announced.	In CNN's latest move to rejuvenate ratings, the network has ousted Teya Ryan, general manager of U.S. programming.	5.0
3308								The decomposed remains of 17-year-old Max Guarino of Manhattan were found floating near City Island April 25.	Max Guarino, 17, was found April 25 in the water off City Island.	5.0
10741	4938	main-news	headlines	2014	730	none	none	No plan to shut petrol pumps at night Moily	India govt rejects proposal to shut petrol pumps at night	3.8
2578								Some of the computers also are used to send spam e-mail messages to drum up traffic to the sites.	Some are also used to send spam e-mail messages to boost traffic to the sites.	5.0
6707	904	main-captions	MSRvid	2012train	604	none	none	A boy runs away from his fishing line.	A boy is running in front of fish hanging on fishing rod.	3.0
2201								The telephone survey had a margin of error of 2 percentage points.	The poll conducted between Oct. 24 and Nov. 2 had a margin of error of 2 percentage points.	5.0
8187	2384	main-forum	deft-forum	2014	384	none	none	March  is also the date for the uprising in CHINA.	Originally posted by Vitchilo March  is also the date for the uprising in CHINA.	4.0
10363	4560	main-news	headlines	2014	265	none	none	Whistleblower Edward Snowden flies to Moscow	NSA whistleblower Edward Snowden leaves Hong Kong on flight to Moscow	3.6
4345								On Monday, Christian Ganczarski was apprehended at the airport and was to appear before an anti-terrorism judge soon, the officials said.	On Monday, Christian Ganczarski was apprehended at the airport and was to appear before an anti-terrorism judge in the coming days, the officials said on condition of anonymity.	5.0
4702								In 2001, 8.4 per cent of six-year-olds and 15 per cent of 15-year-olds were obese.	One in seven 15-year-olds and nearly one in 10 six-year-olds are obese.	0.0
9816	4013	main-news	headlines	2013	328	none	none	Putin sworn in as Russian president	Putin sworn in as Russia's president for 6 years	4.0
4011								The greenback scored beefy gains against the euro, yen and Swiss franc despite weaker-than-expected September U.S. retail sales figures.	The dollar gained against the euro, yen and Swiss franc after September U.S. retail sales figures came in slightly weaker than consensus forecasts.	5.0
6655	852	main-captions	MSRvid	2012train	523	none	none	A woman is wearing headphones.	A woman is chopping some shiso leaves.	0.6
9402	3599	main-news	deft-news	2014	149	none	none	hong kong universities collaborate with universities, businesses and government sectors of mainland china to coordinate training programs and research centers to promote high-tech research, commercialization, and technology transfer.	hong kong universities have collaborated with tertiary education, business and government sectors of mainland china to direct training programs and research centers to promote research commercialization and technology transfer.	5.0
532								\"The issue has been resolved,\" Marlins President David Samson said through a club spokesman.	The Marlins only said: \"The issue has been resolved.\"	5.0
10080	4277	main-news	headlines	2013	657	none	none	Maldives president quits after police mutiny, protests	Maldives president quits after weeks of protest	3.4
6340	537	main-captions	MSRvid	2012train	65	none	none	A man is slicing a potato.	A woman is peeling a potato.	2.333
2987								The fight about online music sales was disclosed in documents filed last week with the judge and made available by the court Monday.	The fight over online music sales was disclosed in documents made available Monday by the court.	5.0
6627	824	main-captions	MSRvid	2012train	486	none	none	A woman is slicing an onion.	A man is shown slicing a carrot with a knife.	1.2
7799	1996	main-captions	images	2015	1489	none	none	A young girl running on the beach.	A little girl running at on the shore of a beach.	4.2
2848								The redesigned Finder also features search, coloured labels for customized organization of documents and projects and dynamic browsing of the network for Mac, Windows and UNIX file servers.	It also supports coloured labels to better organise documents, and dynamic browsing of the network for Mac, Windows and Unix file servers.	0.0
10050	4247	main-news	headlines	2013	619	none	none	UN aid chief Amos enters Baba Amr with Red Crescent	Syria's besieged Baba Amr is deserted, Red Cross says	2.0
7747	1944	main-captions	images	2015	1340	none	none	Scuba diver submerged in water.	The scuba diver is underwater.	5.0
3024								Health Minister Peter Coleman said about 300 people had been killed and 1,000 wounded in the past few days.	Health Minister Peter Coleman said about 300 people had been killed and 1,000 injured as the rebels fought into the capital.	0.0
8151	2348	main-forum	deft-forum	2014	348	none	none	i don't want a president who 'cares'.	don't want a president that is compassionate.	4.6
5556								Peterson, 27, was eight months pregnant when she disappeared in the days before Christmas.	Peterson was almost eight months pregnant when she was reported missing.	5.0
4564								\"The numbers are starting to change very, very quickly,\" Dr. Julie Gerberding, the CDC's director, told a news briefing Thursday.	\"The numbers are starting to change very, very quickly,\" Dr. Julie Gerberding, director of the Centers for Disease Control and Prevention, said Thursday.	5.0
1182								Knight agreed to a two-year, $2.38 million contract that included a $300,000 signing bonus.	ESPN reported that Knight's two-year deal is worth $2.38 million, including a $300,000 signing bonus.	5.0
3356								Grass' plea will leave Rite Aid's former vice chairman and chief counsel, Franklin C. Brown, to stand trial alone in federal court starting Monday.	If accepted by the judge, Grass' plea will leave Rite Aid's former vice chairman and chief counsel, Franklin C. Brown, to stand trial alone next month.	5.0
5286								Hearing was partially restored by an electronic ear implant.	An electronic implant has helped Limbaugh regain most of his hearing.	5.0
3080								To create the condyle, Dr Mao and colleague Adel Alhadlaq used adult stem cells taken from the bone marrow of rats.	He and a colleague created the articular condyle using stem cells taken from the bone marrow of rats.	5.0
7289	1486	main-captions	images	2014	729	none	none	Two green birds fly towards a wooden telephone pole.	Two green birds flying above the telephone wires.	3.2
959								Strayhorn said it was the first time in Texas history a comptroller had not certified the appropriations act.	In a news release Thursday, Strayhorn said this was the first time a comptroller rejected a budget.	5.0
7753	1950	main-captions	images	2015	1350	none	none	A brown dog is splashing water everywhere by shaking the water off of itself.	A white dog is standing by a river shaking himself dry.	2.4
6489	686	main-captions	MSRvid	2012train	273	none	none	A gorilla is playing the drums.	A monkey is playing drums.	3.333
733								Unit volumes also set a record as notebooks accounted for more than 40 percent of sales.	In May 2002, LCDs accounted for only 22 percent of monitor sales.	0.0
11363	5560	main-news	headlines	2016	70	Europe Media Monitor (http://emm.newsbrief.eu)	Europe Media Monitor (http://emm.newsbrief.eu)	Rocks, Tear Gas Fly as Thai Protests Heat Up	Rocks, tear gas fly as Thai protests heat up	5.0
1190								Several protesters were injured by a speeding police van that drove through the crowd.	Anger grew after a police van injured several protesters by speeding through the crowd.	0.0
11489	5686	main-news	headlines	2016	1091	Europe Media Monitor (http://emm.newsbrief.eu)	Europe Media Monitor (http://emm.newsbrief.eu)	Live Blog: Ukraine In Crisis	Live Blog: Iraq In Turmoil	0.0
3288								Spansion products are to be available from both AMD and Fujitsu, AMD said.	Spansion Flash memory solutions are available worldwide from AMD and Fujitsu.	5.0
8298	2495	main-news	MSRpar	2012test	76	none	none	The new law requires libraries and schools to use filters or lose federal financing.	The 6-3 ruling reinstates a law that told libraries to install filters or surrender federal money.	2.8
6915	1112	main-captions	images	2014	154	none	none	a black and white photo of a cow under a tree.	A black and white photo of a cow walking under a tree in a field.	4.2
4205								More than 60 suspected cases have been reported in the United States, none of them fatal.	Sixty-five probable cases of SARS have been identified in the United States, along with 255 suspected cases.	0.0
7421	1618	main-captions	images	2015	368	none	none	A blue and white soccer team playing against each other.	A topless woman with her face painted is covered in mud.	0.0
4446								But the Foreign Affairs Committee yesterday cleared Blair's cabinet of that accusation.	In its report, the foreign affairs committee absolved Mr. Blair of charges of doctoring intelligence.	5.0
2494								He was sent to Larned State Hospital, where he was evaluated and treated.	He ordered him sent to the Larned State Security Hospital for continued evaluation and treatment.	5.0
10211	4408	main-news	headlines	2014	78	none	none	Daily Press Briefing: South Sudan	Daily Press Briefing: Syria	1.2
1943								The epidemic began in November in the mainland's Guangdong province, but the People's Republic of China refused to report truthfully about its spread for four months.	The PRC epidemic began in Guandong province in November, but the Communist Party government refused to report truthfully about its spread for four months.	5.0
8980	3177	main-news	MSRpar	2012train	351	none	none	Against the Japanese currency, the euro was at 135.92/6.04 yen against the late New York level of 136.03/14.	The dollar was at 117.85 yen against the Japanese currency, up 0.1 percent.	2.75
6679	876	main-captions	MSRvid	2012train	561	none	none	A man severs the toe of an empty leather boot using a sword.	A man is cutting a boot with a sword.	3.75
8470	2667	main-news	MSRpar	2012test	339	none	none	The Commerce Commission would have been a significant hurdle for such a deal.	The New Zealand Commerce Commission had given Westpac no indication whether it would have approved its deal.	1.8
3353								But authorities have been unable to stop the tragedies, which they blame on overcrowding, poor vessel construction and lax enforcement of safety rules.	But authorities have been unable to stop the tragedies, which they blame on overcrowding, rickety vessels and lax safety standards.	5.0
1693								The new orders index rose to 52.2 percent from 51.9 percent in May.	The New Orders Index rose by 0.3 percentage points from 51.9 percent in May to 52.2 percent in June.	5.0
542								The girls and three of the cadets were cited for underage drinking.	The girls, ages 16 and 18, were ticketed for underage drinking along with three of the cadets.	5.0
1212								The samples would be used to find genes involved in diseases with particularly high rates among blacks like hypertension and diabetes.	The samples would be used to find genes involved in diseases that have a particularly high incidence among African-Americans, such as hypertension and diabetes.	5.0
10333	4530	main-news	headlines	2014	224	none	none	US warns Syria on chemical weapons	U.S. concerns grow about Syria's chemical weapons	3.2
9057	3254	main-news	MSRpar	2012train	468	none	none	The benchmark 10-year note US10YT=RR lost 11/32 in price, taking its yield to 3.21 percent from 3.17 percent late on Monday.	Further out the curve, the benchmark 10-year note US10YT=RR shed 18/32 in price, taking its yield to 3.24 percent from 3.17 percent.	2.2
123								I have no doubt whatever that the evidence of Iraqi weapons of mass destruction will be there.	\"I have said throughout ... I have absolutely no doubt about the existence of weapons of mass destruction.	5.0
5511								\"His comments were extremely inappropriate and the decision was an easy one,\" MSNBC spokesman Jeremy Gaines said.	\"Savage made an extremely inappropriate comment and the decision to cancel the program was not difficult,\" MSNBC spokesman Jeremy Gaines said.	5.0
10380	4577	main-news	headlines	2014	285	none	none	Obama economic tour buffeted by low expectations	Obama encourages Boy Scouts to end ban on gays	1.8
1580								The NLC advised motorists to stay at home and petrol stations to shut down during the strike.	It has ordered motorists to stay off the streets and petrol stations to shut down during the strike.	5.0
5359								Paul Durousseau, 32, was charged Tuesday with five counts of first-degree murder for the Dec. 19 to Feb. 5 killings.	Paul Durousseau, 32, was charged Tuesday with murder in five Jacksonville slayings between December and February, and in a 1997 Georgia killing.	0.0
10695	4892	main-news	headlines	2014	675	none	none	Voting canceled in three provinces in tense Thai election	Cambodian opposition rejects Hun Sen election win	0.0
2594								The technology-laced Nasdaq Composite Index .IXIC rose 39.39 points, or 2.2 percent, to 1,826.33, after losing more than 2 percent on Tuesday.	The blue-chip Dow Jones industrial average .DJI jumped 194.14 points, or 2.09 percent, to 9,469.20 after sinking more than 1 percent a day earlier.	0.0
4927								Legal experts said the case may mark the first time a parent has been convicted of contributing to a child's suicide.	Experts said the case marks one of the first times in which a parent was charged with contributing to a child's suicide.	5.0
11533	5730	main-news	headlines	2016	1340	Europe Media Monitor (http://emm.newsbrief.eu)	Europe Media Monitor (http://emm.newsbrief.eu)	Hong Kong officials resume work as protests thin	Hong Kong student leaders mull protest retreat	2.0
4030								Nissan North America announced yesterday that it will spend $250 million to expand its Smyrna assembly plant to bring production of the Pathfinder sport utility vehicle to Tennessee.	Nissan North America Inc. said Wednesday it was moving production of the Pathfinder sport utility vehicle to Tennessee, adding 800 jobs.	0.0
4085								Protesters had been calling for an end to the country's hard-line establishment and for supreme leader Khamenei's death.	The protesters denounced the country's supreme leader, hard-liner Ayatollah Ali Khamenei.	0.0
5160								Most other potential buyers are interested only in cherry-picking the most attractive assets.	Other potential suitors are not interested in acquiring only the music business.	0.0
4169								There's also a flaw that results because IE does not implement an appropriate block on a file download dialog box.	The second vulnerability is a result of IE not implementing a block on a file download dialog box.	5.0
2022								A sign outside the Peachtree Restaurant reads: \"Pray for Eric Rudolph.\"	\"Rudolph ate here\", joked a sign outside one restaurant.	0.0
4530								Of the 23.5 million high-speed lines, 16.3 million provided advanced services, which the FCC defines as speeds exceeding 200 kbps in both directions.	A total of 16.3 million lines provided advanced services, those services at speeds exceeding 200 kbps in both directions.	0.0
4254								Tampa Bay manager Lou Piniella, bench coach John McLaren and right fielder Aubrey Huff were ejected for arguing after Huff was called out on strikes to end the ninth.	Tampa Bay manager Lou Piniella, bench coach John McLaren and Huff all were ejected in the middle of the ninth.	0.0
6591	788	main-captions	MSRvid	2012train	429	none	none	A soccer player is kicking the soccer ball into the goal from a long way down the field.	A soccer player kicks the ball into the goal.	3.25
1616								An incremental step reported by researchers at the University of California, San Francisco, is the latest in a decade-long effort.	The incremental step, reported by researchers at UC San Francisco, is the latest in a decade-long effort to infect mice with the virus.	5.0
7924	2121	main-forum	deft-forum	2014	121	none	none	Freedom of speech has consequences!	If freedom of speech has consequences then it is not free.	2.1111111111111103
10746	4943	main-news	headlines	2014	735	none	none	Three die after car crash at Tian'anmen	Three Killed In Crash At Tiananmen Square	4.6
9941	4138	main-news	headlines	2013	483	none	none	'Whitey' Bulger's girlfriend gets 8 years	Mobster \"Whitey\" Bulger's girlfriend gets 8 years	3.6
6048	245	main-captions	MSRvid	2012test	366	none	none	A car backs out of a space.	A car is backing out of a blocked lane.	3.0
5819	16	main-captions	MSRvid	2012test	25	none	none	The polar bear is sliding on the snow.	A polar bear is sliding across the snow.	5.0
2922								Jason Giambi capitalized with an RBI single to center.	Jason Giambi contributed a two-out RBI single.	5.0
6134	331	main-captions	MSRvid	2012test	496	none	none	A man is dieing in an operating room.	A man is kissing a woman in stage.	0.4
11038	5235	main-news	headlines	2015	704	none	none	Extension likely for Iran nuclear talks	Oil slips below $108 ahead of Iran nuclear talks	1.4
2657								Half of the women were given a daily dose of the drug and half took a placebo.	Half the women received a daily tablet of the combination oestrogen plus progestin while the rest were given a placebo.	5.0
2711								They were held under Section 41 of the Terrorism Act 2000 on suspicion of involvement in the commission, preparation or instigation of acts of terrorism.	Badat was arrested under section 41 of the Terrorism Act “on suspicion of involvement in the commission, preparation or instigation of acts of terrorism,” Scotland Yard confirmed.	5.0
6517	714	main-captions	MSRvid	2012train	314	none	none	A man is being put into an abulance.	A man is pouring pasta onto a plate.	0.0
10599	4796	main-news	headlines	2014	557	none	none	No deal on fiscal cliff as Obama goes on holiday	John Boehner: from humble origin, fiscal cliff may be his undoing	1.0
295								Its shares jumped to $54.50 in pre-open trading from $50.90 at Wednesday's close.	Shares jumped almost 7 percent in pre-open trading, rising to $18.26 from $17.05 at Tuesday's close.	5.0
6804	1001	main-captions	images	2014	2	none	none	A small white cat with glowing eyes standing underneath a chair.	A white cat stands on the floor.	2.6
2566								Without going into specifics, Oracle managers also indicated PeopleSoft's roughly 8,000 workers could expect mass layoffs.	Oracle managers also indicated PeopleSoft's roughly 8,000 workers could expect mass layoffs, though they did not get into specifics.	5.0
9933	4130	main-news	headlines	2013	473	none	none	World stocks rise on hopes for EU, US stimulus	Stocks rise on hopes for a Fed stimulus	3.0
6925	1122	main-captions	images	2014	172	none	none	The red train and the yellow train on on the tracks.	Two trains are traveling on the track.	3.4
11358	5555	main-news	headlines	2016	44	Europe Media Monitor (http://emm.newsbrief.eu)	Europe Media Monitor (http://emm.newsbrief.eu)	U.N. rights chief presses Egypt on Mursi detention	UN Rights Chief Presses Egypt on Morsi Detention	5.0
11249	5446	main-news	headlines	2015	1232	none	none	Boston bombing suspect to appear in court	Boston bombing suspect buried	1.2
8892	3089	main-news	MSRpar	2012train	205	none	none	Wal-Mart estimates more than 100 million Americans visit their stores every week.	Each week 138 million shoppers visit Wal-Mart's 4,750 stores.	2.8
286								The Senate Banking Committee is scheduled to hold a hearing on Tuesday where Donaldson is scheduled to testify on hedge and mutual funds.	The Senate Banking Committee is scheduled to hold a hearing on Tuesday, when Donaldson will be questioned about hedge and mutual funds.	5.0
210								The Space Infrared Telescope Facility's mission is to search for the beginnings of the universe.	NASA is scheduled to launch the Space Infrared Telescope Facility on Monday morning.	0.0
2966								With the economy sluggish, producers have had a tough time trying to raise prices.	Economists said the report on wholesale prices showed producers were having a tough time trying to raise prices.	0.0
1760								The largest gains were seen in prices, new orders, inventories and exports.	Sub-indexes measuring prices, new orders, inventories and exports increased.	5.0
6315	512	main-captions	MSRvid	2012train	35	none	none	A man is dancing on the ceiling.	A man is dancing on the ceiling of a room.	4.8
1286								Hundreds of people have signed petitions calling for Dr Kelly's resignation for his handling of allegedly sexually abusive priests.	Hundreds of people have signed petitions calling for Archbishop Thomas Kelly's resignation for his handling of the crisis.	5.0
6923	1120	main-captions	images	2014	169	none	none	People sitting on the porch.	People sitting on acouch.	1.4
5030								The euro rose as high as $1.1535 -- a fresh four-year high -- in early Asian trading before standing at $1.1525/30 .	Against the dollar, the euro rose as high as $1.1535 -- a fresh four-year high -- in morning trade before standing at $1.1518/23 at 0215 GMT.	0.0
10433	4630	main-news	headlines	2014	349	none	none	Pistorius officer dropped from case	Pistorius officer on attempted murder charges	2.2
9771	3968	main-news	headlines	2013	271	none	none	Santorum Romping To Minnesota Victory	Santorum wins Kansas caucuses	1.0
4152								The single currency rose as far as 135.13 yen , matching a record high hit shortly after the euro's launch in January 1999.	The single currency rose as far as 135.26 yen , its highest level since the introduction of the single currency in January 1999.	5.0
7709	1906	main-captions	images	2015	1226	none	none	A white dog with red ears is running in the snow.	a wet black dog with a red collar is in the river	0.6
8490	2687	main-news	MSRpar	2012test	370	none	none	\"This deal makes sense for both companies,\" Halla said in a prepared statement.	Brian Halla, CEO of NatSemi, claimed the deal made sense for both companies.	3.2
1925								Shares of Microsoft rose 50 cents Friday to close at $28.34 a share on the Nasdaq Stock Market.	Microsoft's stock was up 50 cents, to $28.34 a share in New York yesterday.	5.0
9847	4044	main-news	headlines	2013	364	none	none	Aung San Suu Kyi to address British MPs	Burma's Aung San Suu Kyi to address parliament on June visit	4.0
4993								PeopleSoft also said it expects the acquisition to close in the third calendar quarter of 2003.	PeopleSoft said the JD Edwards acquisition would close in the third quarter.	5.0
4644								Scruggs, who did not testify, was cleared of a second charge of failing to provide her son with proper medical and psychological care.	The six-member jury cleared Scruggs of a second charge that accused her of failing to provide her son with proper medical and psychological care.	5.0
8500	2697	main-news	MSRpar	2012test	383	none	none	Maddox, 87, cracked two ribs when he fell about 10 days ago at an assisted living home where he was recovering from intestinal surgery, Virginia Carnes said.	Maddox, who had battled cancer since 1983, cracked two ribs earlier this month when he fell at an assisted living home where he was recovering from surgery.	3.4
549								The company said it would cut the wholesale price of most top-line CDs to $9.09 from $12.02.	The company also said it would cut wholesale prices on cassettes and change the suggested retail price to $8.98.	0.0
