,index,genre,filename,year,old_index,source1,source2,sentence1,sentence2,score
12920,,,SMTeuroparl,2012train,,,,"The labelling of beef that was agreed on, which is a minimum form of labelling and only came into force two and a half months ago, does not make it possible for the origin of animals to be adequately traced, and we were very slow to ban specified risk materials.","The labelling of beef which has been decided, which is a minimum labelling and which has only been in force for two and a half months ago, does not make it possible to trace the origin of animals properly very late and have banned the specified risk material.",4.4
3344,,,,,,,,"Axelrod died in his sleep of heart failure, said his daughter, Nina Axelrod.","Axelrod died of heart failure while asleep at his Los Angeles home, said his daughter, Nina Axelrod.",5.0
15941,,,tweet-news,2014,,,,Sheen wants to return to '2.5 Men' but has his past image ruined that? #coePR205,Sheen wants to return to 'Two and a Half Men',3.8
8889,3086.0,main-news,MSRpar,2012train,198,none,none,Bremer said one initiative is to launch a $70 million nationwide program in the next two weeks to clean up neighborhoods and build community projects.,"Bremer said he would launch a $70-million program in the next two weeks to clean up neighborhoods across Iraq and build community projects, but gave no details.",3.4
4213,,,,,,,,The weapon turned out to be a Halloween toy.,"It turned out that the ""weapon"" was part of a Halloween costume.",5.0
8639,2836.0,main-news,MSRpar,2012test,584,none,none,Police said her two small children were alone in the apartment for up to two days.,Police said her two small children were alone there for up to two days as she lay dead.,3.25
1357,,,,,,,,"Of 24 million phoned-in votes, 50.28 percent were for Studdard, putting him 130,000 votes ahead of Aiken.","Of the 24 million phone votes cast, Studdard was only 130,000 votes ahead of Aiken.",1.0
980,,,,,,,,The two companies said PowderJect's strong U.S. position would complement Chiron's European presence.,"PowderJect's strong U.S. position will complement Chiron's European presence, analysts said.",5.0
1099,,,,,,,,"It is priced at $5,995 for an unlimited number of users tapping into the single processor, or $195 per user with a minimum of five users.","It is priced at $5,995 or $195 on a per user licensing plan with a minimum of five users.",1.0
4613,,,,,,,,The Qantas colleagues were last night in a serious but stable condition after being rushed to Royal Melbourne Hospital.,The two flight attendants were in a serious but stable condition last night after being rushed to the Royal Melbourne Hospital.,5.0
1019,,,,,,,,Russin did not comment; his lawyer did not attend the hearing and did not return phone messages.,"His lawyer, a cousin, Basil Russin, did not attend the hearing and did not return phone messages.",1.0
4647,,,,,,,,"As you know, East Africa has been an area of terrorist threats and indeed terrorist attacks in the past.""","""East Africa has been an area of terrorist threats and indeed terrorist attacks in the past,"" said State Department spokesman Philip Reeker.",5.0
14152,,,OnWN,2013,,,,a document authorizing another to vote on one's behalf,a power of attorney document given by shareholders of a corporation authorizing a specific vote on their behalf at a corporate meeting.,3.4
1707,,,,,,,,Florida Sen. Bob Graham was not identifiable by 61 percent of those polled.,Kerry was viewed favorably by 66 percent of those polled; Dean at 57 percent.,1.0
3018,,,,,,,,The US Federal Trade Commission has also filed a lawsuit challenging Rambus.,Still pending against Rambus is a lawsuit brought by the Federal Trade Commission.,5.0
5276,,,,,,,,"India blamed that and other attacks on Pakistan-based militants fighting Indian rule in Kashmir, its only Muslim-majority state.","India has also in the past blamed Pakistan-based militants fighting Indian rule in Kashmir, its only Muslim-majority state, for bombs and other attacks.",5.0
12060,,,surprise.SMTnews,2012test,,,,This has left the Conservative opposition without an effective response.,That leaves the conservative opposition without effective response.,5.0
2501,,,,,,,,Danbury prosecutor Warren Murray could not be reached for comment Monday.,Prosecutors could not be reached for comment after the legal papers were obtained late Monday afternoon.,1.0
2077,,,,,,,,"Doris Brasher, who owns a grocery store near the police station, said many in the close-knit town knew the men who were killed.","Doris Brasher, who owns a grocery store on Highway 96, said many in the close-knit town knew the three men who were killed.",5.0
12118,,,surprise.SMTnews,2012test,,,,"Each time, radical improvements in technology made the threat evaporate.","Each time, radical technological progress off these threats.",5.0
3293,,,,,,,,"About 1,500 police will be deployed for the visit.","Around 1,500 police are to be deployed at Niigata for the ferry's visit.",5.0
7291,1488.0,main-captions,images,2014,731,none,none,Three cows grazing in a field.,Two cows graze in a field.,2.6
12249,,,surprise.SMTnews,2012test,,,,"Moreover, the main oil exporters are unwilling to subordinate their investment policies to market requirements.","Moreover, the major oil exporters are not prepared to subject their policies of investment to market rates.",4.75
4565,,,,,,,,Mr Howard said he also had faith in the system under which Hicks could be tried.,"Mr Howard also said yesterday that Hicks would be fairly treated, saying he had faith in the US justice system.",1.0
12785,,,SMTeuroparl,2012train,,,,"This is a vague area, and it is possible that more restrictive provisions may also remain in force, and this is one point in respect of which we have tabled amendments.","Things are not clear on this point, and it is not impossible that can also remain in force more restrictive provisions. This is particularly on this point that we have tabled amendments.",4.6
9421,3618.0,main-news,deft-news,2014,168,none,none,the iranian government denied the accusation and insists the nuclear program is for peaceful purposes only.,iran insists that its nuclear program is for peaceful purposes,4.0
2069,,,,,,,,They weighed an average 220 pounds (100 kg) and needed to lose between 30 and 80 pounds.,They weighed an average 100 kilograms and needed to lose between 14 and 36 kilograms.,5.0
1510,,,,,,,,"Two convicted killers and another inmate escaped from a state prison on a busy street Wednesday by cutting through a fence, a Corrections Department official said.",A convicted killer and two other inmates cut through two fences topped with razor wire and escaped from a state prison on a busy street.,5.0
8741,2938.0,main-news,MSRpar,2012test,725,none,none,"Thomas was joined in full by Rehnquist, and in parts by O'Connor and Scalia.",He was joined by Chief Justice William H. Rehnquist and Justices Sandra Day O'Connor and Antonin Scalia.,2.8
14047,,,FNWN,2013,,,,a speaker characterizes the intensity of an attribute of an entity by a degree.,intensely or extremely bad or unpleasant in degree or quality;,1.8
15798,,,tweet-news,2014,,,,#Cosmos Unveil Plan for #Soccer Stadium Near #BelmontPark  #NYS #NY #LongIsland #EconDev,Cosmos Unveil Plan for Soccer Stadium Near Belmont Park,4.4
1568,,,,,,,,"Another shooting linked to the spree occurred Nov. 11 at Hamilton Central Elementary in Obetz, about two miles from the freeway.","The latest shooting linked to the spree was a Nov. 11 shooting at Hamilton Township Elementary School in Obetz, about two miles from the freeway.",5.0
4014,,,,,,,,"Shares of the company, the second-largest U.S. coal producer behind Peabody Energy Corp. BTU.N , were up more than 3 percent in afternoon trade.","Shares of the company, the second-largest U.S. coal producer behind Peabody Energy Corp. (BTU), were up more than 3 percent at midday.",5.0
6329,526.0,main-captions,MSRvid,2012train,52,none,none,A kitten is playing with a blue rope toy.,A kitten is playing with a toy.,4.4
1604,,,,,,,,"A new study, conducted in Europe, found the medicine worked just as well as an earlier disputed study, sponsored by ImClone Systems, said it did.","Doctors concluded Erbitux, the cancer drug that enmeshed ImClone Systems in an insider trading scandal, worked just as well as an earlier company-sponsored study said it did.",5.0
321,,,,,,,,"At least 1,750 people were ordered to evacuate their homes shortly before 9 a.m. as a precaution, said Steve Powers, Marquette County administrator.","At least 1,752 people were ordered to evacuate their homes in the north part of Marquette about 8:45 a.m. EDT, said Steve Powers, Marquette County administrator.",5.0
2680,,,,,,,,"That compares with a profit of $1 million, or breakeven, on $1.39 billion in revenue during the same period last year.","Total revenue for the second quarter was $1.48 billion, up 7% from $1.39 billion in the same period last year.",1.0
8279,2476.0,main-news,MSRpar,2012test,45,none,none,"Earlier this month, RIM had said it expected to report second-quarter earnings of between 7 cents and 11 cents a share.",Excluding legal fees and other charges it expected a loss of between 1 and 4 cents a share.,1.2
12582,,,SMTeuroparl,2012train,,,,"Given this situation, there is an inescapable need for greater involvement and greater effectiveness in the fight against poverty and underdevelopment.","Given these realities, the need for greater involvement and greater efficiency in the fight against poverty and underdevelopment is essential.",5.0
6969,1166.0,main-captions,images,2014,241,none,none,A train sitting on the tracks near a field.,A train traveling down the tracks.,2.2
12742,,,SMTeuroparl,2012train,,,,There has been a budget heading for the funding of mine clearance and prevention programmes for many years now.,A budget line financing demining and prevention programmes for years.,4.0
14872,,,OnWN,2014,,,,a participant who is a beginner in some activity,any new participant in some activity.,4.6
6356,553.0,main-captions,MSRvid,2012train,89,none,none,A man is slicing a cucumber.,A man is cutting cucumbers.,4.5
11769,,,SMTeuroparl,2012test,,,,The European Union has got to do something and do it quickly.,"It is right that the European Union is it entails, and do so quickly.",3.75
10294,4491.0,main-news,headlines,2014,178,none,none,"Philadelphia building collapses, 8-10 people may be trapped",Philadelphia building collapses; reports of people trapped,4.0
9399,3596.0,main-news,deft-news,2014,146,none,none,the meetings lasted 2 days.,the osce meeting lasted two days.,3.4
12736,,,SMTeuroparl,2012train,,,,This is our priority fight in order to ensure that the affirmation of fundamental rights is put into practice in our political decisions.,This is our priority struggle for the affirmation of fundamental rights has found expression in political choices.,4.0
6533,730.0,main-captions,MSRvid,2012train,339,none,none,A person is riding a horse.,A man is riding a motorcycle.,1.8
263,,,,,,,,Plofsky said the commission won't investigate because the three-year statute of limitations has expired.,"The panel will not begin a formal investigation because the statute of limitations has expired, Plofsky said.",5.0
12916,,,SMTeuroparl,2012train,,,,I think that France has set an excellent example by finally deciding to take this step.,I find exemplary that France has resolved to take that step.,4.2
14973,,,OnWN,2014,,,,"Strike heavily, especially with a fist or implement.","strike heavily, especially with the fist or a bat.",4.6
6441,638.0,main-captions,MSRvid,2012train,210,none,none,A kid is playing an instrument.,A young boy is playing a wind instrument.,3.8
10746,4943.0,main-news,headlines,2014,735,none,none,Three die after car crash at Tian'anmen,Three Killed In Crash At Tiananmen Square,4.6
12446,,,SMTeuroparl,2012train,,,,"I call on Prague to respond to this signal, this challenge, this plea for dialogue, to grant our request and to ensure, together with our House, that this legacy of a nationalist era can be consigned to the past.","I invite Prague to take this message, this invitation, this request for dialogue, to act and to make it so that, together with this House, these being nationalistic period relics may be abandoned.",4.6
4830,,,,,,,,He is expected to ask banks for around €50m this week to keep the company afloat.,He is expected to ask for a lifeline of around €50m to pay suppliers and keep the company afloat.,5.0
5620,,,,,,,,"Dusenbery's fiancee, Jessica Wheat, said he was considering settling down in Fort Campbell and making the Army his career.","Jessica Wheat, who said she and Dusenbery were planning to marry, said Dusenbery was considering settling down in Fort Campbell and making the Army his career.",5.0
3014,,,,,,,,"The SEC specifically advised IBM that this is a fact-finding investigation and that it has not reached any conclusions related to this matter, IBM said in a statement.",Big Blue says the SEC calls the action a fact-finding investigation and has not reached any conclusions related to this matter.,5.0
8818,3015.0,main-news,MSRpar,2012train,89,none,none,"""Spin and manipulative public relations and propaganda are not the answer,"" it said.","The report added that ""spin"" and manipulative public relations ""are not the answer,"" but that neither is avoiding the debate.",3.6
4721,,,,,,,,"WorldCom, brought down by an $11 billion accounting scandal, is adopting the name of its MCI long-distance division in a bid to clean up its image.","WorldCom, decimated by a massive accounting scandal, is adopting the name of its MCI long-distance division in a bid to clean up its image.",5.0
131,,,,,,,,The South Korean Agriculture and Forestry Ministry also said it would throw out or send back all Canadian beef currently in store.,The South Korean Agriculture and Forestry Ministry said it would scrap or return all Canadian beef in store.,5.0
13730,,,surprise.OnWN,2012test,,,,A feeling or state of extreme anger.,a state of extreme anger.,4.75
15883,,,tweet-news,2014,,,,John Cale in Paris and Along the Borderline.  #music,Q. and A.: With John Cale in Paris and Along the Borderline,4.4
3429,,,,,,,,"A recent poll showed Edwards with a narrow lead in South Carolina, and he plans a rally there later on Tuesday.","A recent poll showed Edwards in a virtual four-way tie at the top in South Carolina, and he plans a rally there later on Tuesday.",5.0
7838,2035.0,main-forum,deft-forum,2014,35,none,none,"""Fairies don't exist"" - fine.","""Satyrs don't exist"" - fine.",1.2
4750,,,,,,,,"""No, what I do is I answer questions as to whether or not the help that is available is being delivered,"" Bush said.","""Now I want to know whether or not the help that is available is being expedited and made available.",5.0
12136,,,surprise.SMTnews,2012test,,,,"Moreover, the main oil exporters are unwilling to subordinate their investment policies to market requirements.","Who more is, the large oil exporters are not been willing to subject their policies of investment to the market rates.",4.75
2093,,,,,,,,"However, commercial use of the 2.6.0 kernel is still months off for most customers.",Commercial releases of the 2.6 kernel by major Linux distributors still remain months away.,5.0
8010,2207.0,main-forum,deft-forum,2014,207,none,none,I didn't say we had gotten soft since / Rand.,I said YOU had gotten soft.,1.2
3272,,,,,,,,"The seal will ultimately be used to identify DHS badges, vehicles, signs, sea vessels and aircraft.","The seal will ultimately be used on department materials, signage, credentials, badges, vehicles, sea vessels and aircraft.",5.0
12485,,,SMTeuroparl,2012train,,,,"The labelling of beef that was agreed on, which is a minimum form of labelling and only came into force two and a half months ago, does not make it possible for the origin of animals to be adequately traced, and we were very slow to ban specified risk materials.","The labelling of beef which has been decided, which is a minimum and labelling which is in force for two and a half months, does not properly to trace the origin of the animals and we have banned quite late specified risk materials.",4.6
1025,,,,,,,,Kodak said the PracticeWorks deal is expected to add about $215 million to its revenue in the first full year after the acquisition.,"The PracticeWorks acquisition is expected to add about $215 million to Kodak's revenue in the first full year, be slightly dilutive through 2005, and accretive thereafter.",1.0
4989,,,,,,,,"The yield fell 2 basis points to 1.41 percent, after reaching 1.4 percent on May 8, the lowest since March 12.","The yield fell 7 basis points to 3.61 percent, the lowest since March 12 and within 7 basis points of a 45-year low.",1.0
3119,,,,,,,,"He said European governments ""have blocked all new bio-crops because of unfounded, unscientific fears.","""They have blocked all new bio-crops because of unfounded, unscientific fears,"" Bush said.",5.0
11857,,,SMTeuroparl,2012test,,,,Then perhaps we could have avoided a catastrophe.,Then we might have been able to avoid a disaster.,4.6
15927,,,tweet-news,2014,,,,"Williams Starts Fast, but Pace Suits Rockets","Williams Starts Strong, but Nets Don?t Follow in Loss to Rockets",3.6
12431,,,SMTeuroparl,2012train,,,,"Mr President, ladies and gentlemen, I should like to say a few words on the joint resolution, which will, of course, be passed.","Mr. President, my honourable Members, I would like to intervene on the joint resolution that obviously we will vote.",3.5
9404,3601.0,main-news,deft-news,2014,151,none,none,the mexican government has adopted a series of measures against drug trafficking and organized crime within mexico since 2006.,since 2006 mexico has adopted a series of measures against drug trafficking and organized crimes.,5.0
15408,,,tweet-news,2014,,,,Jesus... At least 245 dead as fire sweeps through nightclub in Brazil.,Scores Dead as Fire Sweeps Through Nightclub in Brazil,4.4
4566,,,,,,,,"Police investigating a fatal hit-and-run accident conducted a search Monday at the home of Bishop Thomas O'Brien, head of the Roman Catholic Diocese of Phoenix.","Police investigating a deadly hit-and-run accident went to the home of Phoenix's Roman Catholic bishop on Monday and found the windshield of his car caved in, authorities said.",1.0
8460,2657.0,main-news,MSRpar,2012test,329,none,none,The results were released at Tuesday's meeting in Seattle of the American Thoracic Society and will be published in Thursday's New England Journal of Medicine.,The study results were released at a meeting in Seattle of the American Thoracic Society and also will be published in tomorrow's issue of The New England Journal of Medicine.,4.364
13479,,,surprise.OnWN,2012test,,,,the act of physically affixing or connecting things,the act of fastening things together.,4.0
12631,,,SMTeuroparl,2012train,,,,"Do you think that the Austrian model, i.e. bilateral majority resolutions, will be used in future as a way of passing resolutions which bypass the European institutions and of forming a new institution or a new group in order to circumvent unanimity in the Council?","Do you think that the model of the ""-"" - namely the majority - will be in the future as a means of taking in ignoring the European institutions and to a new institution, or a new Group, to be able to bypass the rule of unanimity in the Council?  ",3.6
4451,,,,,,,,"There are a total of 659 women enrolled at the academy, the report said.",There were 659 women enrolled at the academy at the time of the survey.,5.0
4028,,,,,,,,They face charges of robbery and criminal impersonation of a police officer.,All five suspects were charged with robbery and criminal impersonation of a police officer.,5.0
110,,,,,,,,"""We will clearly modify some features of our plans as well as their administration,"" Mr. Reed said in his letter.","""We will clearly modify some features of our plans as well as their administration,"" Reed said in a letter to the NYSE's 1,366 members.",5.0
2444,,,,,,,,"On Saturday, a 149mph serve against Agassi equalled Rusedski's world record.","On Saturday, Roddick equalled the world record with a 149 m.p.h. serve in beating Andre Agassi.",1.0
2666,,,,,,,,The FBI is trying to determine when White House officials and members of the vice president’s staff first focused on Wilson and learned about his wife’s employment at the agency.,The FBI is trying to determine when White House officials and members of the vice president's staff focused on Wilson and learned about his wife's employment.,5.0
2524,,,,,,,,"Ghulam Mahaiuddin, head of administration in the southern province of Helmand, said the bus blast happened early in the morning, west of the provincial capital Lashkargah.","The bus blast in Helmand happened early in the morning in Nadi Ali district, west of the provincial capital Lashkargah.",5.0
4967,,,,,,,,"SCO intends to provide them with choices to help them run Linux in a legal and fully paid-for way, he said.","We intend to provide them with choices to help them run Linux in a legal and fully-paid for way.""",5.0
3062,,,,,,,,"Among three major candidates, Schwarzenegger is wining the battle for independents and crossover voters.",Schwarzenegger picks up more independents and crossover voters than Bustamante.,1.0
10835,5032.0,main-news,headlines,2015,194,none,none,At Least 22 Dead After China Earthquake,At least 89 dead in China earthquakes,2.8
7278,1475.0,main-captions,images,2014,713,none,none,A Macintosh computer sitting on the floor.,a computer on the floor.,4.2
4332,,,,,,,,"Law enforcement sources who spoke on condition of anonymity confirmed to The Associated Press that Limbaugh was being investigated by the Palm Beach County, Fla., state attorney's office.","Law enforcement officials confirmed that Limbaugh was being investigated by the Palm Beach County, Fla., state attorney's office.",5.0
4348,,,,,,,,"The teen was in critical condition with life-threatening wounds, police said in a news release.","The teen was in critical condition at Sacred Heart Medical Center, police said in a news release.",1.0
13262,,,surprise.OnWN,2012test,,,,an open motorboat used for transport,a motorboat with an open deck or a half deck.,2.25
2706,,,,,,,,"He said the local organized crime police were investigating a suspect, but he would not confirm if it was the 24-year-old cited by Bitdefender.","He said the local organized crime police were investigating a suspect, but he would not say if it was Ciobanu.",5.0
12166,,,surprise.SMTnews,2012test,,,,That is the spirit in which the European Constitution must be written.,That is the spirit in which must be worked out the European Constitution.  ,4.5
968,,,,,,,,"According to Tuesday's report, consumers' assessment of current conditions was less favourable than a month earlier.",Consumers' assessment of current conditions was less favorable than last month.,5.0
13443,,,surprise.OnWN,2012test,,,,Cause to be distrusted or rejected; damage the reputation of.,damage the reputation of.,3.5
1947,,,,,,,,"The agent, Bassem Youssef, filed the lawsuit on Friday in Federal District Court for the District of Columbia.",The lawsuit was filed on Friday at the US District Court for the District of Columbia.,5.0
13634,,,surprise.OnWN,2012test,,,,make or be a summary,be a summary of.,4.5
5364,,,,,,,,"The subjects were next given a squirt up the nose of a rhinovirus, the nasty little germ that causes colds.","Following their assessment, each volunteer received a squirt in the nose of rhinovirus the germ that causes colds.",5.0
95,,,,,,,,"MGM, NBC and Liberty executives were not immediately available for comment.",A Microsoft spokesman was not immediately available to comment.,1.0
3277,,,,,,,,"An airplane carrying Spanish peacekeepers back from Afghanistan crashed into a fog-shrouded mountain in Turkey and exploded Monday, killing all 75 people aboard.","A charter plane crashed in Turkey on Monday, killing all 75 people aboard, including 62 Spanish peacekeepers returning from Afghanistan, officials said.",5.0
7078,1275.0,main-captions,images,2014,404,none,none,A long train is on train tracks.,A train on the train tracks.,4.2
9392,3589.0,main-news,deft-news,2014,139,none,none,bulgaria is located on the southeastern part of the balkan peninsula.,drug-trafficking activity is rampant in the southeastern part of the balkan peninsula.,1.0
219,,,,,,,,"Last year, there were shortages of shots for diphtheria-tetanus-whooping cough, measles-mumps-rubella, pneumococcal disease, tetanus and chicken pox nationally.","In the past two years scientists say there have been vaccine shortages for diphtheria-tetanus-whooping cough, measles-mumps-rubella, pneumococcal disease, tetanus and chicken pox.",5.0
12644,,,SMTeuroparl,2012train,,,,That is a shameful state of affairs when we consider that the EU itself is a champion of modernised business practice.,This is a disgrace when we think that the European Union presents itself as the champion of the modernisation of economic life!,4.6
59,,,,,,,,"Another body was pulled from the water on Thursday and two seen floating down the river could not be retrieved due to the strong currents, local reporters said.","Two more bodies were seen floating down the river on Thursday, but could not be retrieved due to the strong currents, local reporters said.",5.0
15277,,,OnWN,2014,,,,"Lose clarity or turn aside, especially from the main subject of attention or course of argument.","lose clarity or turn aside especially from the main subject of attention or course of argument in writing, thinking, or speaking.",4.4
2550,,,,,,,,Tidmarsh will compete in today's third round.,Two kids from Michigan are in today's third round.,1.0
4131,,,,,,,,"Making jokes about a mistake like that, that's not something good people do.","""They feel so happy making jokes about a mistake like that,"" Sosa said.",1.0
14258,,,OnWN,2013,,,,take in (mentally or physically),"take (gas, light or heat) into a solution.",1.8
4319,,,,,,,,Peterson is charged with two counts of murder in the deaths of his wife and unborn son.,"Peterson, 30, is awaiting trial on two counts of murder for the deaths of his wife, Laci, and their unborn son.",5.0
6523,720.0,main-captions,MSRvid,2012train,322,none,none,An airplane moves along a runway.,A plane is landing on a runway.,2.8
10964,5161.0,main-news,headlines,2015,518,none,none,Egypt's presidential election begins,Egypt issues long-waited presidential election law,2.8
7229,1426.0,main-captions,images,2014,634,none,none,photo of a television screen showing a movie.,The wall-mounted flat-screen TV is showing a movie.,3.2
461,,,,,,,,"Their leader, Abu Bakr al-Azdi, turned himself in in June; his deputy was killed in a recent shootout with Saudi forces.","Their leader, Abu Bakr al-Azdi, surrendered in June; his deputy was killed in a shoot-out with Saudi forces recently.",5.0
12466,,,SMTeuroparl,2012train,,,,There has been a budget heading for the funding of mine clearance and prevention programmes for many years now.,A budget line is funding programmes for mine clearance and prevention for years.,3.8
8798,2995.0,main-news,MSRpar,2012train,60,none,none,The University of Michigan released today a new admissions policy after the U.S. Supreme Court struck down in June the way it previously admitted undergraduates.,The University of Michigan plans to release a new undergraduate admissions policy Thursday after its acceptance requirements were rejected by the U.S. Supreme Court in June.,4.2
14191,,,OnWN,2013,,,,"(Cause to) make a dry crackling sound, possibly by mixing.",make a dry crackling sound.,3.4
11630,,,SMTeuroparl,2012test,,,,"The fishermen are inactive, tired and disappointed.","Fishermen are inactive, tired and disappointment.",4.8
6341,538.0,main-captions,MSRvid,2012train,69,none,none,A woman is tapping her fingers on a table.,A woman is tapping her fingers.,4.0
3024,,,,,,,,"Health Minister Peter Coleman said about 300 people had been killed and 1,000 wounded in the past few days.","Health Minister Peter Coleman said about 300 people had been killed and 1,000 injured as the rebels fought into the capital.",1.0
13837,,,surprise.OnWN,2012test,,,,declare or make unfit or unsuitable,make unfit or unsuitable.,4.25
14782,,,OnWN,2014,,,,strike the upper part of a ball giving it forward spin,"strike (the top part of a ball in golf, baseball, or pool) giving it a forward spin.",4.8
2807,,,,,,,,"If sufficient evidence exists at the end of what is expected to be a five-day hearing, Peterson will be held for trial on the charges.","If the judge decides that is so at the end of what is expected to be a five-day hearing, Peterson will be held for trial on the charges.",5.0
398,,,,,,,,"The Nasdaq Composite Index rose 19.67, or 1.3 percent, to 1523.71, its highest since June 18.",The S&P 500 had climbed 16 percent since its March low and yesterday closed at its highest since Dec. 2.,1.0
3496,,,,,,,,"Boeing shares fell nearly 4 percent to $27.54 in afternoon New York Stock Exchange trade, while Lockheed slipped 1.6 percent to $49.42.","Boeing shares fell 95 cents, or 3.3 percent, to $27.67 at 3:30 p.m. in New York Stock Exchange composite trading.",1.0
14139,,,OnWN,2013,,,,Act without permission or with too much confidence.,take liberties or act with too much confidence.,3.6
2957,,,,,,,,"""And they will learn the meaning of American justice,"" he said to strong and extended applause.","""The U.S. will find the killers and they will learn the meaning of American justice,"" Bush told the crowd, which burst into applause.",1.0
2377,,,,,,,,A positive PSA test has to be followed up with a biopsy or other procedures before cancer can be confirmed.,"Before confirming a diagnosis of cancer, a positive PSA test must be followed up with a biopsy or other procedures.",5.0
11886,,,SMTeuroparl,2012test,,,,Maij-Weggen report (A5-0323/2000),Mrs Maij-Weggen report (A5-0323 / 2000),4.75
14404,,,OnWN,2013,,,,the occupants who dwell on a level of a building,the occupants of a floor.,4.6
6084,281.0,main-captions,MSRvid,2012test,417,none,none,A person is folding a square paper piece.,A man is folding paper.,3.25
13762,,,surprise.OnWN,2012test,,,,Any activity that acquires a person's attention.,any activity that occupies a person's attention.,5.0
2793,,,,,,,,"""There is no conscious policy of the United States, I can assure you of this, to move the dollar at all,"" he said.",He also said there is no conscious policy by the United States to move the value of the dollar.,5.0
5734,,,,,,,,"The rioters shot one person in the shoulder and beat and stabbed others, police said.",On Tuesday night rioters shot one person in the shoulder and beat or stabbed others.,5.0
12500,,,SMTeuroparl,2012train,,,,The lesson for this Parliament this morning must be that we have to conclude that maritime laws throughout the world are in a state of shambles and we have to begin the process of putting them right.,"The lesson that this House in this morning's debate must learn is that we are forced to conclude that the maritime laws are all over the world, in a state of chaos, and that we must set about the task to sort all this out.",4.2
7855,2052.0,main-forum,deft-forum,2014,52,none,none,It's not imposing morals.,It's imposing a law.,1.1
4513,,,,,,,,"Jim Guest, president of Consumers Union, said they stand by their reporting.","Jim Guest, president of Consumers Union, said the Supreme Court did not address the merits of the case.",1.0
330,,,,,,,,But he said labor would see whether other senators can increase the value of awards proposed by Hatch and create a mechanism to ensure the fund remains solvent.,Democrats now hope to increase the value of awards proposed by Hatch and to create a mechanism to ensure the fund remains solvent.,5.0
1788,,,,,,,,The Embraer jets are scheduled to be delivered by September 2006.,The Bombardier and Embraer aircraft will be delivered to U.S. Airways by September 2006.,1.0
812,,,,,,,,"Quinn was assigned to the 2nd Squadron, 3rd Armor Cavalry Regiment.","Quinn was assigned to the 3rd Armored Cavalry Regiment, based in Fort Carson, Colo.",1.0
1980,,,,,,,,"""It's amazing to be part of an industry that rewards its young,"" said Hernandez, who is a recent graduate of Parsons School of Design.","""It's amazing to be part of an industry that rewards its young,"" said Hernandez, who only graduated from Parsons School of Design last May.",5.0
3821,,,,,,,,A postal distribution center where four anthrax-laced letters passed through two years ago was fumigated with chlorine dioxide gas as crews wound up the decontamination process this weekend.,Workers cleaning up a postal distribution center where four letters laced with anthrax had passed through two years ago planned to complete the fumigation operation early Sunday.,5.0
613,,,,,,,,"Meanwhile, students and others at Pacific Lutheran University near Tacoma, about 40 miles to the south, acted out a second, simultaneous attack on campus.","Meanwhile, volunteers at Pacific Lutheran University near Tacoma, about 40 miles to the south, simulated a second, simultaneous attack.",5.0
1284,,,,,,,,"The new servers will run either Linux or the x86 version of Solaris, he said.",The servers can run Solaris x86 operating system or the standard Linux operating system.,5.0
13641,,,surprise.OnWN,2012test,,,,Travel on foot.,cross on foot.,4.75
7346,1543.0,main-captions,images,2015,161,none,none,A dog swimming with a stick in it's mouth.,A dog running with a stick in it's mouth.,2.6
13325,,,surprise.OnWN,2012test,,,,a method for solving a problem,the successful action of solving a problem.,3.75
9264,3461.0,main-news,deft-news,2014,11,none,none,russia would not immediately increase military strength along russian borders.,russia would not hesitate to increase military strength along russian borders if the need arises.,2.0
6658,855.0,main-captions,MSRvid,2012train,527,none,none,A man is pouring chili into a bowl.,A man opens a can and pours the contents into a bowl.,2.5
16163,,,belief,2015,,,,2. im not sure if i can include my own thoughts surrounding decisions.,3. im not sure if i can include objections and conerns i raised at the time about decisions.,4.0
12183,,,surprise.SMTnews,2012test,,,,This has left the Conservative opposition without an effective response.,That leaves the conservative opposition without any effective answer.,4.75
4870,,,,,,,,SARS or severe acute respiratory syndrome emerged in November last year.,"Severe Acute Respiratory Syndrome has infected 8459 people, 805 of whom died.",1.0
3512,,,,,,,,"Passengers would be given a refund and voucher for another trip, she said.",Passengers on that cruise are to be given a refund and voucher for another trip.,5.0
8492,2689.0,main-news,MSRpar,2012test,373,none,none,"Five more human cases of West Nile virus, were reported by the Mesa County Health Department on Wednesday.","As of this week, 103 human West Nile cases in 45 counties had been reported to the health department.",2.6
2916,,,,,,,,The transaction will grant Handspring stockholders 0.09 of a share of Palm--and no shares of PalmSource--for each share of Handspring common stock.,"Under the proposed terms of the transaction, and following the spinoff of PalmSource, Palm will exchange 0.09 shares for each share of Handspring.",1.0
2818,,,,,,,,"Mr Hadley, who has a new partner and child, said: ""I am absolutely delighted.","In a statement issued by his solicitors, Mr Hadley said: ""I am absolutely delighted with the outcome of proceedings.",1.0
12956,,,SMTeuroparl,2012train,,,,"From the first discussions on this dossier, which were held at European level at the initiative of the European Parliament, the Commission has given a commitment to the Member States to pursue a course of action designed to develop what we might call a European police culture, grounded in the highest standards of duty, respect for the rights and freedoms of our citizens and efficiency in the fight against crime.","Since the first thoughts on this issue, which took place at European level on the initiative of the European Parliament, the Commission is committed to the Member States to promote action to develop what we might regard as a European police culture, based on the highest standards in the field of ethics, respect for the rights and freedoms of the citizens, and effectiveness in the fight against crime.",4.8
